id,name,description,mana,created_at,updated_at,char_id,cooldown,skill_number,parent_id
312,Divine Blessing,"When allies excluding self take M.DMG, increases their M.DEF by ??? for 5 sec. Can be stacked up to 5 times max.",NULL,2020-07-08 12:27:43.742622,2020-07-08 12:27:43.742622,63,NULL,4,
313,Penetration Shot,"Upon activation, takes up a stance and starts casting. After casting ends, deals ??? P.DMG upon enemies in a straight line. DMG is increased by 150% in proportion to the total casting time. If casting progresses beyond the 3rd stage, knock over enemies.",2,2020-07-08 12:28:01.005126,2020-07-08 12:28:01.005126,64,11,1,
314,Target Aim,"Target receives 50% increased damage from this hero. In addition, own ATK is increased by ???.",2,2020-07-08 12:28:11.648091,2020-07-08 12:28:11.648091,64,15,2,
315,Focused Fire,"Fires 10 shots at random. Deals ??? DMG upon attack, and per each attack, DMG is increased by 10%.",3,2020-07-08 12:28:20.412963,2020-07-08 12:28:20.412963,64,25,3,
316,Rapid Shot,"Every 10 sec, attacks the target 2 times, dealing a total of ??? P.DMG.",NULL,2020-07-08 12:28:29.028072,2020-07-08 12:28:29.028072,64,NULL,4,
317,Merciless,"Attacks a random enemy 3 times, dealing a total of ??? P.DMG and inflicting 1 stack of Bleed on them that deals ??? P.DMG over 16 sec. Bleed can be stacked up to max 3 times.",2,2020-07-08 12:28:42.212625,2020-07-08 12:28:42.212625,65,8,1,
318,Curtain of Darkness,"For 10 sec, ATK is increased by ??? and Dodges all P.DMG attacks.",2,2020-07-08 12:28:50.796967,2020-07-08 12:28:50.796967,65,15,2,
319,Blade Claw,"Moves behind the enemy with the lowest HP and deals [FFC800] ??? P.DMG. Per every stacked Bleed, DMG is increased by 50% and all stacks of Bleed are removed after the attack. Upon Crit Hit, recovers 2 MP and skill cooldown is reset.",3,2020-07-08 12:29:01.636739,2020-07-08 12:29:01.636739,65,20,3,
320,Hack,"If a normal attack is landed as a Critical Hit, attacks the target 6 times to deal a total of ??? additional P.DMG.",NULL,2020-07-08 12:29:09.700104,2020-07-08 12:29:09.700104,65,NULL,4,
321,Halt!,"Attacks all frontal enemies, dealing ??? P.DMG and knocking them down for 3 sec. If the target is not a Hero, deals ??? additional P.DMG. Heals HP equal to 30% of DMG dealt.",3,2020-07-08 12:29:22.364507,2020-07-08 12:29:22.364507,66,8,1,
322,Justice Served!,"Dispels negative effects of all allies and dispels positive effects of all enemies, while dealing ??? P.DMG.",2,2020-07-08 12:29:31.443313,2020-07-08 12:29:31.443313,66,18,2,
323,Sword of Honor!!,"Attacks an enemy 3 times, dealing a total of ??? P.DMG. Fires an energy blast from the sword, dealing ??? P.DMG to enemies in a straight line, blinding them for 5 sec.",4,2020-07-08 12:29:41.434327,2020-07-08 12:29:41.434327,66,22,3,
324,Goddess of War,"All Crit Resistance increases by 150. With 10% chance, deals additional ??? P.DMG during auto attack and stuns target enemy for 1 sec.",NULL,2020-07-08 12:29:49.195073,2020-07-08 12:29:49.195073,66,NULL,4,
325,Arrow Rain,Shoots 12 arrows to random enemies and deals a total of ??? P.DMG.,3,2020-07-08 12:30:08.182056,2020-07-08 12:30:08.182056,67,8,1,
326,Rush,"Upon attacking, summons 5 arrows that launch towards the enemy. Each arrow deals ??? P.DMG.",1,2020-07-08 12:30:18.806602,2020-07-08 12:30:18.806602,67,6,2,
327,Moonlight Flash,"Fires an arrow in a straight line, dealing P.DMG to all enemies in range based on the target's remaining HP. Deals a maximum of ??? P.DMG and knocks down the target. Against Bosses, deals additional ??? P.DMG that ignores DEF.",4,2020-07-08 12:30:28.264228,2020-07-08 12:30:28.264228,67,20,3,
328,Moonlight Arrow,"Upon attacking, increases ATK by ??? and Crit Chance by 100 for 10 sec. This effect stacks up to 3 times.",NULL,2020-07-08 12:30:37.115797,2020-07-08 12:30:37.115797,67,NULL,4,
329,Mysterious Sword - Falling Petals,Performs a horizontal slash to the front and deals ??? M.DMG to the target and enemies in a narrow range. Can activate [Mysterious Sword - Blossom] once within 5 sec after use.,1,2020-07-08 12:30:53.141493,2020-07-08 12:30:53.141493,68,7,1,
330,Mysterious Sword - Blossom,Performs a vertical slash to the front and deals ??? M.DMG to the target and enemies in a narrow range.,1,2020-07-08 12:31:04.555697,2020-07-08 12:31:04.555697,68,0,1_2,329
331,Blood Scattering Blade,"Rapidly charges forward to deal ??? M.DMG and inflicts irremovable Original Sin of Blood on enemies for 3 sec. Enemies under Original Sin of Blood have their ATK Spd reduced by 300. Shortly afterward, attacks enemies under Original Sin of Blood 2 times, and deals additional ??? M.DMG, and if the target is not a hero, deals additional ??? DEF Ignoring M.DMG.",3,2020-07-08 12:31:17.088612,2020-07-08 12:31:17.088612,68,13,2,
332,Red Moon Blade,"Brandishes a moon-bloodying sword, dealing ??? M.DMG to enemies in a wide range, and additional ??? M.DMG on non-Hero enemies. When the moon is ripe, gains Moonlight for 1 sec, and when cast at this state, deals ??? M.DMG to enemies and reduces their Heal Rate by 100%. If the target is not a hero, deals additional ??? M.DMG.The caster is not affected by ATK Spd related effects while casting.",4,2020-07-08 12:31:27.108381,2020-07-08 12:31:27.108381,68,24,3,
333,Cold-Blooded Witch,"ATK is increased by ???. Upon a critical skill hit, own Crit DMG is increased by 5%. This effect can be stacked up to 30 times.",NULL,2020-07-08 12:31:42.051329,2020-07-08 12:31:42.051329,68,NULL,4,
334,Curse of Petrification,"Attacks an enemy dealing ??? M.DMG and inflicting Curse of Petrification for 3 seconds that can't be dispelled. The enemy under the Curse of Petrification will have ATK Spd reduced by 200 , and this effect gets stronger up to max 600% as time passes. When the curse ends, petrifies the target for 3 seconds.",2,2020-07-08 12:31:57.441036,2020-07-08 12:31:57.441036,69,12,1,
335,Curse of Time,"Attacks an enemy inflicting ??? M.DMG and also inflicts Curse of Time for 10 seconds, increasing all skill cooldown by 1.5 seconds. All skill cooldowns of the enemy under the Curse of Time increases by 1 seconds every 3 seconds.",2,2020-07-08 12:32:07.42506,2020-07-08 12:32:07.42506,69,18,2,
336,Curse of Pain,"Attacks en enemy dealing ??? M.DMG and inflicting knockback. Also inflicts Curse of Pain for 8 seconds, dealing a total of ??? M.DMG over time.",3,2020-07-08 12:32:16.344976,2020-07-08 12:32:16.344976,69,9,3,
337,The Vessel of Curses,"At the beginning of every battle, for 7 seconds, obtains The Vessel of Curses, creates a shield that cannot be canceled, and absorbs ??? damage. For the duration of the shield, gains Immunity to CC. Upon the activation of the skill, consumes The Vessel of Curses to have 4 enemies as the target.",NULL,2020-07-08 12:32:36.310971,2020-07-08 12:32:36.310971,69,NULL,4,
338,Green Nature's Melody,"Heals a total of ??? HP for all allies over 8 times, and all allies take reduced DMG by 35% for 8 seconds. If used when Trance is stacked up to 3, this skill's Heal rate increases by 100% and changes the DMG Reduction Effect to 70%.",2,2020-07-08 12:32:54.28583,2020-07-08 12:32:54.28583,70,28,1,
339,Blue Wind's Song,"Recovers a total of ??? MP for all allies over 8 times, heals ??? HP for a target with max MP, and reduces the duration of CC by 50% for 8 seconds. If used when Trance is stacked up to 3, this skill's MP Recovery and Heal rate increase by 50% and all allies will gain Immunity to CC for 8 seconds.",3,2020-07-08 12:33:04.029074,2020-07-08 12:33:04.029074,70,28,2,
340,Dance of Red Passion,"Deals a total of ??? M.DMG. to all enemies over 8 times, and increases ATK of all allies by ??? for 8 seconds. If used when Trance is stacked up to 3, this skill's DMG and ATK Boost increase by 100%, and all enemies' buffs are continuously canceled.",3,2020-07-08 12:33:12.521054,2020-07-08 12:33:12.521054,70,28,3,
341,Trance,"At the end of the skill, 1 more Trance is stacked. Trance can be stacked up to max 3 times, and if the skill is used when Trance is stacked up to 3, consumes the stack to heal ??? HP of all allies. Trance cannot be dispelled.",NULL,2020-07-08 12:33:22.35419,2020-07-08 12:33:22.35419,70,NULL,4,
342,Lightning Strike!,"Causes an electric explosion ahead, dealing ??? M.DMG to enemies in range and placing an electric field for 3 sec. The electric field deals a total of ??? M.DMG over 10 attacks and with 25% chance, stuns the enemy for 0.5 sec.",2,2020-07-08 12:33:44.67286,2020-07-08 12:33:44.67286,71,8,1,
343,Power of Lightning!,"For 10 sec, ATK is increased by ??? and all DEF is increased by ???. While the skill is in use, each auto attack has a 30% chance of dealing extra ??? M.DMG to 2 random enemies and stunning them for 0.5 sec.",2,2020-07-08 12:33:53.356751,2020-07-08 12:33:53.356751,71,20,2,
344,Electric Explosion!,"Deals a total of ??? M.DMG over 3 attacks to nearby enemies in a circular range. Then causes an Electric Explosion, dealing a total of ??? M.DMG over 3 attacks and stunning them for 5 sec.",4,2020-07-08 12:34:02.837547,2020-07-08 12:34:02.837547,71,20,3,
345,Shock,"With every attack, injects Electricity to targets not inflicted by Shock and increases M.DMG taken by 1% for 10 sec. Electricity can be stacked up to 30 times, and the 30th stack will consume all Electricity to deal ??? M.DMG and Shock the target for 7 sec. Enemies inflicted by Shock take 70% increased M.DMG, and when they are inflicted by Stun, the duration is increased by 0.7 sec.",NULL,2020-07-08 12:34:11.90471,2020-07-08 12:34:11.90471,71,NULL,4,
346,BOOM! Here Goes!,"Attacks frontal enemies in a straight line, dealing ??? P.DMG, inflicting Stun for 2 sec, and reducing All Block Chance by 350 for 8 sec. Afterward, deals ??? P.DMG to enemies within range and knocks them down for 3 sec.",2,2020-07-08 12:34:30.460924,2020-07-08 12:34:30.460924,72,13,1,
347,Protection! Was dat Lucky Stone?,"Dispels negative effects from self, and while charging energy, Taily takes 50% reduced DMG. When fully charged, increases own Heal Rate by 25% and All DEF by ??? for 10 sec. If this Skill is activated with 50 or more [Emblem of Courage] stacks, applies the effect to all allies and consumes all of the [Emblem of Courage] stacks.",3,2020-07-08 12:34:38.796178,2020-07-08 12:34:38.796178,72,22,2,
348,Charge! Knight Commander Power!,"Deals ??? P.DMG over 5 times to nearby enemies in a circular range of self and gains [Power of da Shuti Tribe] stacks. Afterward, gathers strength and delivers a final blow, dealing ??? P.DMG and increases All DMG the target takes by 30%+[2% per stack of Power of da Shuti Tribe] for 10 sec, and inflicts Stun for 3 sec. [Power of da Shuti Tribe] can be stacked up to max 30 times.",3,2020-07-08 12:34:49.576218,2020-07-08 12:34:49.576218,72,15,3,
349,Blessing of da Shuti Tribe!,"When HP percentage is 30% or above, attacks nearby enemies in range every sec, dealing ??? P.DMG. Taily gains an irremovable stack of [Emblem of Courage] each hit. Each stack of [[Emblem of Courage] increases All DEF of all allies by ???. [Emblem of Courage] can be stacked up to max 50 times. When HP percentage is 30% or below, increases own All Block Chance by 700.",NULL,2020-07-08 12:34:57.715145,2020-07-08 12:34:57.715145,72,NULL,4,
350,Target Sighted,"Increases P.DMG the enemy with the lowest P.DEF takes by 30% for 10 sec, and moves behind the target, dealing ??? P.DMG and knocking it down for 2 sec. If used during Stealth, 150% increased Crit DMG applies, and Stealth is dispelled. If Skill is used while not in Stealth, becomes Stealth for 10 sec.",2,2020-07-08 12:35:15.19174,2020-07-08 12:35:15.19174,73,8,1,
351,Blade Tornado,"Attacks nearby enemies 3 times and deals a total of ??? P.DMG, inflicting 1 stack of Bleed per each hit. If used in a Stealth state, target's heal rate is reduced by 70%, and Stealth is dispelled. If Skill is used while not in Stealth, becomes Stealth for 10 sec.",2,2020-07-08 12:35:24.579099,2020-07-08 12:35:24.579099,73,14,2,
352,Whisper of Death,"Attacks a random enemy 6 times and deals a total of ??? P.DMG, then deals an extra that deals ??? P.DMG. If used during Stealth, dispels positive effects from the Target, and Stealth is dispelled. If Skill is used while not in Stealth, becomes Stealth for 10 sec.",3,2020-07-08 12:35:39.387281,2020-07-08 12:35:39.387281,73,18,3,
353,Silent Ambush,"Increases Crit Chance by 150 and Dodge by 150 during Stealth. Upon a Critical Skill Hit, deals ??? additional P.DMG to the enemy and inflicts Silence for 1.5 sec. If the target is not a Hero, deals ??? additional P.DMG that ignores DEF and reduces the target's ATK Spd by 200 for 10 sec.",NULL,2020-07-08 12:35:55.947957,2020-07-08 12:35:55.947957,73,NULL,4,
354,Final Crash,"Attacks 16 times, dealing a total of ??? M.DMG to enemies in range. Upon each Crit Hit, Crit DMG is increased by 3% for 10 sec, and there is a 30% chance to deal ??? extra M.DMG, inflicting stun for 0.3 sec. Crit DMG boost can be stacked up to 30 times max.",2,2020-07-08 12:36:18.615155,2020-07-08 12:36:18.615155,74,12,1,
355,God of Lightning,"Upon casting, activates 'God of Lightning' and throws a spear of lightning at the enemy, dealing ??? M.DMG. Hit enemy takes 50% increased M.DMG for 10 sec. While in 'God of Lightning' state, cannot recover mana for 10 sec, but activation chance of 'For Jane' is increased by 40% and ATK is increased by ???.",2,2020-07-08 12:36:27.280607,2020-07-08 12:36:27.280607,74,20,2,
356,Lightning Explosion,"Jumps and strikes, thrusting the spear to the ground and hitting target enemy and enemies in range 5 times, dealing a total of ??? M.DMG and inflicting Stun for 3 sec.",3,2020-07-08 12:36:36.249801,2020-07-08 12:36:36.249801,74,22,3,
357,For Jane,Each auto attack has a 20% chance of dealing ??? M.DMG and inflicting Stun for 0.7 sec.,NULL,2020-07-08 12:36:44.306023,2020-07-08 12:36:44.306023,74,NULL,4,
358,This will hurt a little!,"Deals ??? M.DMG to enemy and surrounding enemies within range, and inflicts Stun for 2 sec.",2,2020-07-08 12:37:03.303703,2020-07-08 12:37:03.303703,75,9,1,
359,Let me help you.,Grants a Rune to all allies to increase their ATK by ??? and any DMG to bosses by 15% for 12 sec.,4,2020-07-08 12:37:11.406829,2020-07-08 12:37:11.406829,75,25,2,
360,Get out of my sight!,"Attacks target and enemies in a wide surrounding area 2 times to deal ??? M.DMG, and knocks them down for 5 sec. Hit enemies take 30% increased M.DMG for 10 sec.",4,2020-07-08 12:37:21.701788,2020-07-08 12:37:21.701788,75,25,3,
361,Top Financier's Knowledge,"Increases ATK of all allies by ??? and gains Experience stack upon using a Skill. When 3 Experiences are stacked, gains Top Financier's Knowledge that increases own Crit DMG by 30% and the effects of all active Skills by 10%. The Top Financier's Knowledge effect is irremovable and stacks up to 5 times.",NULL,2020-07-08 12:37:30.676125,2020-07-08 12:37:30.676125,75,NULL,4,
362,Meal Time!!,"Deals ??? M.DMG to frontal enemies in range. For 10 sec, Hit enemies' ATK is reduced by 25% for and own ATK is increased by ???. If used while holding 3 or more stacks of Soul, shackles the enemy for 3 sec.",2,2020-07-08 12:37:45.302252,2020-07-08 12:37:45.302252,76,8,1,
363,I'll slice you up!!,"Moves behind the target, dispelling positive effects and dealing ??? M.DMG while inflicting knock down. If used while holding 3 or more stacks of Soul, reduces enemy M.DEF by 30% for 15 sec.",2,2020-07-08 12:37:53.033431,2020-07-08 12:37:53.033431,76,10,2,
364,I'll rip you to pieces!!,"Deals ??? M.DMG to enemies in a wide surrounding area, and inflicts Stun for 3 sec. If used while holding 5 stacks of Soul, consumes all stacks to reset the cooldown of this skill.",4,2020-07-08 12:38:05.557269,2020-07-08 12:38:05.557269,76,18,3,
365,Yummy Souls!,"Enemies attacked with Viska's skills lose Souls. Upon losing their Soul, targets take ??? extra M.DMG, and per each soul stacked, Viska's HP is healed by ??? and Mana is healed by 300. Souls last until they are used, can't be dispelled and can be stacked up to 5 times max.",NULL,2020-07-08 12:38:12.533603,2020-07-08 12:38:12.533603,76,NULL,4,
366,Orbs of Darkness,"Throws 6 orbs of darkness, dealing a total of ??? M.DMG to a random enemy and enemies in a circular range of the target. When Xerah is in [Darkness Awakened] state, increases DMG of [Orbs of Darkness] by x2, and reduces Cooldown by 100%. [Crest of Extortion Level 1 Effect] Destroys shield from the target.",2,2020-07-08 12:38:27.267054,2020-07-08 12:38:27.267054,77,5,1,
367,Crest of Extortion,"Dispels negative effects from self and casts Crest of Extortion that lasts permanently on self. If Xerah already possesses a Crest of Extortion, the level of Crest of Extortion increases instead. [Crest of Extortion] Deals ??? M.DMG to a random enemy every 5 sec. Level 1: Adds an additional effect to [Orbs of Darkness] Skill. Level 2: Effect activation interval changes to 4 sec, and adds an additional effect to [Blood Moon] Skill. Level 3: Effect activation interval changes to 3 sec, and [Crest of Extortion] Skill changes to [Crest Bestowal] Skill.",3,2020-07-08 12:38:36.343301,2020-07-08 12:38:36.343301,77,17,2,
368,Crest Bestowal,"Upon use, dispels negative effects from self and bestows the power of the Crest of Extortion to an ally with the lowest HP. The ally instantly recovers 1 orb of Mana, heals its HP by a total of ??? for 5 sec, and gains Immunity to CC.",2,2020-07-08 12:38:45.829549,2020-07-08 12:38:45.829549,77,17,2_2,367
369,Blood Moon,"Creates a [Blood Moon] for 10 sec. For the duration of Blood Moon, increases ATK of all allies by ???, reduces DMG taken by 20%, deals a total of ??? M.DMG to all enemies, and reduces their Heal Rate by 50%. [Crest of Extortion Level 2 Effect] Boosts the effect all allies receive by x2.",4,2020-07-08 12:38:57.192076,2020-07-08 12:38:57.192076,77,25,3,
370,Darkness Awakened,"Upon using a Skill, if Xerah is not in Darkness Awakened state, gains an irremovable stack of [Darkness]. Upon gaining 4 [Darkness] stacks, Xerah consumes the stacks to enter [Darkness Awakened] state that is irremovable for 10 sec, increasing Lifesteal by 200 and dealing 50% increased DMG to Non-Hero enemies. When Xerah takes fatal DMG while in [Darkness Awakened] state, [Darkness Awakened] becomes deactivated, consumes entire Mana of self, and heals HP by 30%. Afterward, Xerah cannot gain any Darkness stacks for 10 sec.",NULL,2020-07-08 12:39:05.198722,2020-07-08 12:39:05.198722,77,NULL,4,
371,Focus Shot!,"Taking up a stance, focuses for a while and deals ??? P.DMG to enemies in a straight line. If the target is a dragon, inflicts Stun for 3 sec. The longer she focuses, DMG and Stun duration are increased by 100%.",2,2020-07-08 12:39:20.388395,2020-07-08 12:39:20.388395,78,9,1,
372,Wipeout!,"Deals ??? P.DMG to target enemy and other enemies in range. If the target is a Dragon, deals ??? extra DMG that ignores DEF.",3,2020-07-08 12:39:31.809307,2020-07-08 12:39:31.809307,78,10,2,
373,No Holding Back!,"Dispels all negative effects from self. For 30 sec, ATK is increased by ??? and Penetration by 500. For the duration of skill, normal attacks consume 3% mana to deal DMG to all enemies in a straight line and deals ??? additional P.DMG that ignores DEF to Dragons. This effect is irremovable.",4,2020-07-08 12:39:39.936273,2020-07-08 12:39:39.936273,78,25,3,
374,Dragon Slayer,"ATK is increased by ??? , and Max HP is increased by 30%. Also, DMG dealt to Dragons is increased by 100%.",NULL,2020-07-08 12:39:47.544103,2020-07-08 12:39:47.544103,78,NULL,4,
375,Binding Karma,"Deals ??? M.DMG that ignores M.Block to 2 enemies and reduces their Mana by 500. If the target is affected by 'Threading Destiny', deals DMG that ignores DEF, and 'Threading Destiny' will be removed.",2,2020-07-08 12:40:01.125203,2020-07-08 12:40:01.125203,79,12,1,
376,Starlight Sewing,"Dispels negative effects from self and casts a shield that absorbs ??? DMG for 10 sec. While the shield active, gains immunity to CC, increases Crit Chance by 300, and increases the number of targets that Yuria attacks by 1.",2,2020-07-08 12:40:09.504345,2020-07-08 12:40:09.504345,79,15,2,
377,Circle of Fate,"Deals ??? M.DMG to 2 enemies, increasing the M.DMG they take by 30% for 10 sec and inflicting 'Threading Destiny' for 5 sec. Enemies under 'Threading Destiny' have their ATK Spd reduced by 250.",3,2020-07-08 12:40:16.933502,2020-07-08 12:40:16.933502,79,12,3,
378,Blessing of Truth,Increases own All DEF by ??? and ATK Spd by 300. Normal attacks hit 2 enemies. Every normal attack inflicts a stack of 'Stigma of Stars' upon enemies. Targets take 1% increased M.DMG for every stack of 'Stigma of Stars'. This effect can be stacked up to max 15 times and is irremovable.,NULL,2020-07-08 12:40:24.372988,2020-07-08 12:40:24.372988,79,NULL,4,
379,Judgment of the Desert,"Deals ??? P.DMG to enemies in a wide range, and per each enemies hit, reduces Cooldown by 1 sec. Deals ??? P.DMG to enemies inflicted by [Mark of Desert] and removes 1 stack of [Mark of Desert]. Upon each Skill use, Crit DMG is increased by 5%. This effect can be stacked up to max 18 times and is irremovable.",2,2020-07-08 12:40:37.311392,2020-07-08 12:40:37.311392,80,5,1,
380,Blessing of the Sand Spirit,"Creates a shield around the ally with the lowest HP that absorbs ??? DMG for 5 sec. Gains immunity to CC while the shield lasts. When the shield duration is over, 'Sand Storm' is activated and deals ??? P.DMG to enemies in a wide range, inflicting 2 stacks of [Mark of Desert]. If the shield is dispelled or destroyed, 'Sand Storm' does not activate.",2,2020-07-08 12:40:45.251809,2020-07-08 12:40:45.251809,80,14,2,
381,Doom of the Desert,"Deals ??? P.DMG to frontal enemies in a wide range and inflicts 1 stack of [Mark of Desert]. Then summons 'Pit of Sand' for 5 sec, dealing ??? P.DMG every 0.5 sec, and decreasing their P.DEF by 30% for 10 sec. 'Pit of Sand' has a 25% chance of inflicting 1 stack of [Mark of Desert] and draws in all enemies in range to the center.",3,2020-07-08 12:40:52.998129,2020-07-08 12:40:52.998129,80,20,3,
382,Calling of the Guardian,"Each auto attack has a 15% chance of dealing ??? P.DMG that ignores DEF to all enemies, inflicting 1 stack of [Mark of Desert]. [Mark of Desert] can be stacked up to max 10 times.",NULL,2020-07-08 12:41:00.921842,2020-07-08 12:41:00.921842,80,NULL,4,
383,Radiance of Cimatis,"Deals ??? M.DMG to the target and neartby enemies. Upon attacking the same target with this skill within 7 sec, deals ??? additional M.DMG that ignores DEF. Cooldown will be applied every time this Skill is used 2 times.",2,2020-07-07 0:00:00,2020-07-07 0:00:00,81,17,1,
384,Dance of Luberry,"Attacks the target and nearby enemies within a small range 9 times, dealing a total of ??? M.DMG and inflicting Stun on the target for 1 sec each hit. If the target is a boss, the last hit deals ??? additional M.DMG that ignores DEF.",2,2020-07-07 0:00:00,2020-07-07 0:00:00,81,6,1_2,383
385,Splendor of Cimatis,"Explodes Cimatis around the target, dealing ??? M.DMG and creating [Splendor of Cimatis] for 10 sec. [Splendor of Cimatis] recovers Mana of allies within range by 400 every sec and deals ??? M.DMG to enemies within range every sec.",3,2020-07-07 0:00:00,2020-07-07 0:00:00,81,25,2,
386,Full Bloom of Luberry,"Explodes Luberry in front of self, healing HP of allies within range by ??? and creating [Full Bloom of Luberry] for 10 sec. [Full Bloom of Luberry] heals HP of all allies within range by ??? every sec and reduces ATK of Enemies within range by 30%.",3,2020-07-07 0:00:00,2020-07-07 0:00:00,81,25,2_2,385
387,Crystal of Resonance,"Talisha projects Light of Luberry to the crystal she owns, healing own HP by ??? and changes [Radicance of Cimatis] and [Splendor of Cimatis] to [Dance of Luberry] and [Full Bloom of Luberry] respectively. Upon using this Skill again, Talisha projects Light of Cimatis to the crystal and recovers Mana by 500.",1,2020-07-07 0:00:00,2020-07-07 0:00:00,81,9,3,
388,Brilliant Gemologist,"Talisha appraises a gem, increasing ATK by ??? and DMG dealt to non-Hero enemies by 1% every sec. This effect can be stacked up to max 30 times.",NULL,2020-07-07 0:00:00,2020-07-07 0:00:00,81,NULL,4,
389,Void Whirlwind,Deals a total of ??? M.DMG over 12 hits to frontal enemies. Each hit reduces the targets Mana by 150.,3,2020-08-18 0:00:00,2020-08-18 0:00:00,92,18,1,
390,Transcendant,"Dispels negative effects from self and deals ??? M.DMG to all enemies, entering [Transcendant] state and enhancing normal attacks. During [Transcendant] state, Hilda cannot use Skills, gains immunity to CC, and her normal attacks inflict [Void] stacks that can be stacks up to max 20 times on the target. Hilda also reduces Heal Rate of nearby enemies within circular range by 30%, and consumes own mana by 100 every sec. The mana consumption gradually increases over time, and [Transcendant] state deactivates upon consuming all Mana or using a Skill.",3,2020-08-18 0:00:00,2020-08-18 0:00:00,92,8,2,
391,Deactivate Transcendant,Deactivates [Transcendant] and applies 8 sec Cooldown to the [Transcendant] Skill. This skill activates automatically upon consuming all Mana.,0,2020-08-18 0:00:00,2020-08-18 0:00:00,92,0,2,390
392,Void Strike,"Deals ??? M.DMG to frontal enemies within circular range of self and knocks them down for 3 sec. Upon hitting an enemy inflicted with [Void], consumes all Void stacks from the target and deals ??? additional M.DMG per stack",4,2020-08-18 0:00:00,2020-08-18 0:00:00,92,20,3,
393,Void Frenzy,"Increases ATK by ???, applies all Mana recovery at 50% higher, and increases DEF Penetration by 100 per orb of Mana Hilda has. At max Mana, Hilda enters [Void Frenzy] state for 10 sec. For the duration, self's all attacks ignore Block effects of enemies and fixes the DEF Penetration boost per Mana orb to 1000. [Void Frenzy] state has a Cooldown of 15 sec.",NULL,2020-08-18 0:00:00,2020-08-18 0:00:00,92,NULL,4,
394,Devouring Flame - Caienne,Deals ??? P.DMG to frontal enemies and inflicts them with [Ignite]. Enemies inflicted with [Ignite] have their Heal Rate reduced by 25% for 7s.,2,2020-09-22 0:00:00,2020-09-22 0:00:00,93,7,1,
395,Frost of Absolute Zero - Devion,"Deals a total of ??? P.DMG to frontal enemies over 5 times, freezing the targets for 3 sec each hit. Dealing DMG to an enemy inflicted by [Ignite] creates [Explosive Reaction] that deals ??? additional DMG that ignores DEF.",3,2020-09-22 0:00:00,2020-09-22 0:00:00,93,15,2,
396,Raging Storm - Icarus,"Deals ??? P.DMG each hit over 20 times to frontal enemies for 10s, reducing ATK of targets by 15% for 10s. Upon dealing DMG to an enemy inflicted with [Ignite], the Skill changes to [Blazing Storm], dealing ??? P.DMG and reducing enemy’s Heal Rate by 1.5% for 60 sec each hit. This effect can be stacked up to max 30 times.",4,2020-09-22 0:00:00,2020-09-22 0:00:00,93,20,3,
397,Quintessence of Technomagic,"Isolet’s ATK Spd is fixed to 1000 and she is not affected by Skill Cooldown Reduction effects, by she recovers 1500 Mana and increases her Crit DMG by 100% every time she uses a Skill. When she creates [Explosive Reaction], her ATK increases by 4%. This effect can be stacked up to max 15 times and is irremovable. When she creates [Blazing Storm], M.DMG all allies take is reduced by 7%. This effect can be stacked up to max 3 times and is irremovable.",NULL,2020-09-22 0:00:00,2020-09-22 0:00:00,93,NULL,4,
398,Determined Strike,"Deals ??? P.DMG to frontal enmemies within range and inflicts Stun for 2 sec. If the target is a boss, deals ??? additional P.DMG.",3,2020-10-28 0:00:00,2020-10-28 0:00:00,94,7,1,
399,Indomitable Will,"Deals ??? P.DMG to nearby enemies, entering into the irremoveable state [Indomitable Will] for 10 sec. While in [Indomitable Will] state, ATK Spd is increased by 500 and the duration of CC inflicted upon self is reduced by 50%.",2,2020-10-28 0:00:00,2020-10-28 0:00:00,94,18,2,
400,Perish,"Attacks a random enemy 6 times, dealing ??? P.DMG each hit. Afterward, delivers an additional attack that deals ??? P.DMG to nearby enemies and knocks them down for 3 sec.",4,2020-10-28 0:00:00,2020-10-28 0:00:00,94,20,3,
401,Power of Galicta,"Rebel Clause is not affected by Block stats, but his Crit Chance increases by 200, and when his DEF Penetration reaches 1000 or above, all of his attacks ignore the target's DEF. Additionally, his normal attack deal ??? additional P.DMG to all enemies and inflict [Curse of Galicta] upon them for 6 sec. If the target is already inflicted with [Curse of Galicta], the target won't take additional DMG.",NULL,2020-10-28 0:00:00,2020-10-28 0:00:00,94,NULL,4,
402,"Pochi, bite them!","Attacks an enemy 5 times, dealing ??? M.DMG and inflicting [Pochi's Mark] each hit. The M.DMG of each hit increases by 15% per every stack of [Mana Charge]. [Pochi's Mark] reduces target's ATK by 6% for 15 sec, and it can be stacked up to max 5 times. If the target is a Boss, each hit deals ??? additional M.DMG. The additional M.DMG increases by 30% per every stack of [Mana Charge]. This skill is sealed after use.",3,2020-10-28 0:00:00,2020-10-28 0:00:00,95,999,1,
403,"Puchi, knock them away!","Attacks the farthest enemy from behind, dealing ??? M.DMG. Afterward, inflicts Stun for 5 sec and [Puchi's Mark] on the target. [Puchi's Mark] reduces the target's M.Block Chance by 500 for 12 sec. This skill is sealed after use.",3,2020-10-28 0:00:00,2020-10-28 0:00:00,95,999,2,
404,"Pippi, wrap them!","Deals a total of ??? M.DMG over 10 times to a target and the enemies within a large are around the target, inflicting [Pippi's Mark] each hit. [Pippi's Mark] increases M.DMG the target takes by 2.5% for 12 sec. This effect can be stacked up to max 20 times. This Skill is sealed after use.",4,2020-10-28 0:00:00,2020-10-28 0:00:00,95,999,3,
