id,name,description,tier,set,created_at,updated_at,gear_type,char_id,stat_id,role_id,gear_skill
257,"The Bluewind, Coventina",Normal attack have a 12% chance to deal M.DMG equal to 100% of ATK against 2 random enemies and reuce their ATK by 10% for 10 sec. If the target is inflicted with Electric Shock inflicts Stun for 2 sec.,T10,,2020-06-11 15:03:33.120218,2020-06-16 09:49:56.587877,10-UW,27,216,NULL,
258,"Midnight Demonic Swords, Night Sky & Dark Shadow & Veil","Selects one of the Midnight Demonic Swords, Night Sky & Dark Shadow & Veil and earns one of the following effects: [Nocturnal Demonic Sword, Night Sky] - Increases ATK Spd by 200, ACC by 200, and DMG of normal attacks by 20%. [Umbral Demonic Blade, Dark Shadow] - Recovers Mana by 80 every sec. [Darkslayer Demonic Sword, Veil] - Increases own ATK by 10% and Crit DMG by 10% every 10 sec. This effect can be stacked up to max 3 times and is irremoveable.",T10,,2020-06-11 15:03:43.006604,2020-06-16 09:50:03.526021,10-UW,28,208,NULL,
259,"Judgment Edge, Elicipira","Amplifies the power of Arcane Crystals and greatly increases the effect range of [Bloom, Crimson Flower!]. Normal and Skill attacks have a 4% chance to deal additional M.DMG equal to 500% of ATK. DMG is increased by 2 times against Bosses.",T10,,2020-06-11 15:03:53.125586,2020-06-16 09:50:09.634478,10-UW,29,206,NULL,
260,"Flowing Circle, Eltoirre","Increases the Heal Rate of all allies by 8% and M.DEF by 5% of Laias's ATK. Every 5 sec, heals the ally with the lowest HP by 100% of own ATK.",T10,,2020-06-11 15:04:02.129752,2020-06-16 09:50:16.938467,10-UW,30,216,NULL,
261,Lakrak MK-1,"Increases the success rate of an experiment by 20%, and every time Lakrak has a successful experiment, increases ATK by 6%, ATK Spd by 60, and DMG to Non-Hero enemies by 6%. This effect can be stacked up to max 4 times and is irremovable.",T10,,2020-06-11 15:04:10.837716,2020-06-16 09:50:23.127506,10-UW,31,212,NULL,
262,"Whispering Sands, Arlaq","[Blessing of Oasis] can be stacked up to max 14 times, and upon auto attack, all skill cooldown is decreased by 4% with 10% chance.",T10,,2020-06-11 15:04:19.926185,2020-06-16 09:50:29.870698,10-UW,32,208,NULL,
263,"Void Soul, Dunn Nemecia","Upon using a skill, gains [Void Soul] for 1 sec and dodges all attacks. This effect activates once every 10 sec. Increases Crit DMG of the ally under Soul Link by 30%.",T10,,2020-06-11 15:04:27.448724,2020-06-16 09:50:36.245321,10-UW,33,216,NULL,
264,"Phoenix Quill, Belisa","At the beginning of each battle, increases P.DEF and M.DEF by 20%, ATK Spd by 200 for 15 sec, and adds an additional effect to the first skill used. Rune of Frailty - Increases Crit Chance by 500. Rune of Healing - Dispels CC inflicted on caster before the skill is cast. Rune of Silence - Increases Silence duration by 1 sec.",T10,,2020-06-11 15:05:47.230112,2020-06-16 09:50:42.272839,10-UW,34,216,NULL,
265,"Scarlet Ruler, Dominicia","If HP is over 50%, ATK is increased by 20%. If HP is under 50%, takes 10% reduced DMG.",T10,,2020-06-11 15:05:54.285909,2020-06-16 09:50:49.095952,10-UW,35,214,NULL,
266,"Blessing of Light, Benedicia","When the battle starts, reduces P.DMG all allies take by 10%, increases their ATK Spd by 100, and increases DMG dealt to Non-Hero enemies by 8% for 30 sec.",T10,,2020-06-11 15:06:02.7864,2020-06-18 08:49:34.603909,10-UW,39,216,NULL,
267,"Infinite Spring, Cielamaha","Mana is recovered by 50 per each sec, and upon each ATK there is an 80% chance of dealing 20% of ATK as P.DMG.",T10,,2020-06-11 15:06:16.501205,2020-06-18 08:48:01.736681,10-UW,36,214,NULL,
268,"World Tree's Will, Roburu","Deals M.DMG equal to 100% of ATK to enemies inflicted with Poison every 7 sec, reducing M.DEF by 10% and increasing M.DMG the target takes by 10% for 10 sec.",T10,,2020-06-11 15:06:43.817326,2020-06-16 09:51:18.978704,10-UW,38,214,NULL,
269,Wave of Protection. Gaiamenes,"Pride of Orvelia' is stacked on every use of skills. 'Pride of Orvelia' cannot be dispelled, and when stacked 3 times, 'Blessing of Orvelia' is activated, dealing 200% of ATK as P.DMG to enemies within a wide range and increasing P.Weakness of the targets by 25% for 20 seconds. 'Blessing of Orvelia' also increases M.DEF by 10% for 10 seconds.",T10,,2020-06-11 15:10:09.275265,2020-06-18 08:48:57.496646,10-UW,37,204,NULL,
270,"Flower of Eternity, Hyacinth","Increases Crit DMG by 40%, DMG of normal attacks by 20% and the Range by 6%.",T10,,2020-06-11 15:10:40.307253,2020-06-16 09:51:34.088359,10-UW,40,210,NULL,
271,"Lea's Messenger, Cocytus","Upon a Critical Hit, reduces Heal Rate of the target by 50% and increases own Crit DMG by 2% for 10 sec. Crit DMG increase effect can be stacked up to max 20 times.",T10,,2020-06-11 15:10:49.258395,2020-06-16 09:51:41.752948,10-UW,41,214,NULL,
272,"The Box of Fragrance, Etelia","Reduces Cooldown of self's active Skills by 1.4 sec, and increases the ATK Spd Boost and DEF Penetration Boost from [Take Anything!] by 20.",T10,,2020-06-11 15:11:13.022744,2020-06-16 09:51:51.890458,10-UW,42,216,NULL,
273,"Merciful Threat, Phistonia","Increases DMG of Special Poison by 40%, and increases P.DMG the target inflicted with Special Poison takes by 10% for 3 sec. If the Target is hit by an ally other than Mediana, the target takes additional P.DMG equal to 30% of Mediana's ATK. The additional P.DMG effect activates only once every 1 sec.",T10,,2020-06-11 15:11:21.214482,2020-06-16 09:51:58.188252,10-UW,43,216,NULL,
274,"Endless Acceleration, Riventina","Increases ATK Spd by 200, and attacks on Locked On enemies, dealing 200% of ATK as extra M.DMG. Extra damage effect occurs once in 2 sec.",T10,,2020-06-11 15:11:31.482909,2020-06-16 09:52:04.669921,10-UW,44,208,NULL,
275,"Ultimate Weapon, Leviathan","Deals P.DMG equal to 100% of ATK to the enemies inflicted by the Boooooom! skill at a 50% chance, and the target takes 20% more P.DMG for 10 seconds.",T10,,2020-06-11 15:11:40.478833,2020-06-16 09:53:57.381353,10-UW,45,212,NULL,
276,"Roar of Madness, Velkinoth","Upon a normal attack, increases own DEF Penetration and ATK Spd by 8. This effect cannot be dispelled, and can be stacked up to max 30 times.",T10,,2020-06-11 15:12:17.97932,2020-06-16 09:54:23.75172,10-UW,46,212,NULL,
277,"Flame of Victory, Carprain","Normal attacks have a 20% chance to reduce ATK of the target by 10% and cause the target to take 10% increased M.DMG for 10 sec. If the target has more than 100 stacks of Flame, M.DMG boost is doubled.",T10,,2020-06-11 15:12:31.696391,2020-06-16 09:56:32.549112,10-UW,47,204,NULL,
278,"Cursed Claws, Baroro","Upon a Crit Hit, increases P.DMG the target takes by 20% for 10 sec, and reduces its CC Resist by 200. If the target is a Boss, Naila deals 2% increased DMG. The DMG Boost effect against Bosses can be stacked up to max 10 times.",T10,,2020-06-11 15:12:41.459169,2020-06-16 09:56:38.683723,10-UW,48,206,NULL,
279,"Roaring Dragonmaw, Acravita","After landing 20 normal attacks, deals M.DMG equal to 100% of ATK to 2 random enemies, stuns them for 0.5 sec, and becomes Storm of Neraxis for 10 sec. For the duration of Storm of Neraxis, increases P.DEF of all allies by 4% of caster's P.DEF and M.DEF by 4% of the caster's M.DEF.",T10,,2020-06-11 15:12:50.264416,2020-06-16 09:56:44.762421,10-UW,49,204,NULL,
280,"Rending Chaos, Zakadras",Crit Chance is increased by 200 and Crit DMG is increased by 40%.,T10,,2020-06-11 15:12:59.763603,2020-06-16 09:56:51.303477,10-UW,50,208,NULL,
281,"Mace of Rehabilitation, Hartnon",Skill hits increase P.DMG the target takes by 20% for 5 sec and reduce Mana by 80 every sec.,T10,,2020-06-11 15:13:12.006855,2020-06-16 09:56:56.784437,10-UW,51,206,NULL,
282,"Dimensional Key, Magnus Fille","Auto Attack penetrates through enemies in a straight line and DMG is increased by 30%. Per each blade stack, DMG is increased by an extra 4%.",T10,,2020-06-11 15:13:27.069871,2020-06-16 09:57:03.057157,10-UW,52,214,NULL,
283,"Moonshade Countdown, Tempodiana","Upon using Time Distortion, All allies' skill cooldown is reduced by extra 2 sec, and ATK is increased by 14% for 10 sec.",T10,,2020-06-11 15:13:35.476281,2020-06-16 09:57:09.838259,10-UW,53,212,NULL,
284,Cards of Destiny Del Arcana,Attacks have a 77.7% chance to increase ATK Spd by 20 and Mana Recovery/Sec by 10% for 15 sec. This effect can be stacked up to max 15 times.,T10,,2020-06-11 15:13:44.348828,2020-06-16 09:57:14.985454,10-UW,54,214,NULL,
285,"Roar of Raging Heat, Tersia","Each attack on an enemy inflicted with Eternal Blaze increases own ATK and DEF by 1%, and DMG dealt from Eternal Blaze by 1%. This effect can be stacked up to max 20 times.",T10,,2020-06-11 15:13:52.278875,2020-06-16 09:57:21.173014,10-UW,55,212,NULL,
286,"Dragon Hearts, Andarta Andraste","Every 15 sec, deals 160% of ATK as M.DMG to 2 random enemies and inflicts Frost. Enemies already inflicted with Frost will become inflicted with Freeze for 5 sec.",T10,,2020-06-11 15:14:00.552406,2020-06-16 09:57:27.009128,10-UW,56,214,NULL,
287,"Dragon's Ruins, Atein","Upon receiving DMG, stacks Dragon Rage for 10 sec. Per each stacked Dragon Rage, ATK and DEF are increased by 0.8%. Can be stacked up to 100 times max.",T10,,2020-06-11 15:14:13.57508,2020-06-16 09:57:32.43183,10-UW,57,204,NULL,
288,"Tumultuous Dance, Excilius","When attacking the enemy with 'Vital Strike' or 'Turbulent Dance', per every hit enemy, corresponding skill's cooldown is reduced by 1 sec and ATK Spd is increased by 50 for 5 sec. ATK Spd boost can be stacked up to 10 times max.",T10,,2020-06-11 15:14:26.965975,2020-06-16 09:57:39.745603,10-UW,58,206,NULL,
289,"Anthem of a New Road, Matimaruma","Upon using Skills 3 times, dispels negative effects from all allies and reduces all DMG they take by 10% for 10 sec.",T10,,2020-06-11 15:14:35.988736,2020-06-16 09:57:46.695317,10-UW,59,216,NULL,
290,"Lightning Flash, Livatis","Upon a Crit Hit, ATK Spd is increased by 80 and Crit DMG is increased by 20% for 15 sec. Can be stacked up to 5 times max.",T10,,2020-06-11 15:14:48.073457,2020-06-16 09:57:55.40284,10-UW,60,208,NULL,
291,"God's Lamp, Kurulati","Every 20 sec, an ally with the lowest HP turns invisible for 5 sec. An invisible ally becomes immune to P.DMG, and HP will not drop below 1%. MP Recovery per sec is increased to 120%.",T10,,2020-06-11 15:15:11.540609,2020-06-16 09:58:01.525853,10-UW,61,216,NULL,
292,The Flute of Silent Winds Rakshathar,"Max stack of Tickle Tickle Potion is increased to 55. Each auto attack has a 10% chance of attacking a random enemy, dealing 20% of ATK as DMG and inflicting Silence for 1 sec.",T10,,2020-06-11 15:15:23.73366,2020-06-16 09:58:10.101438,10-UW,62,210,NULL,
293,"Light of Judgment, Theoria","When an ally other than the caster takes DMG, there is a 10% chance that a shield is cast upon them to absorb DMG equal to 320% of ATK for 5 sec while granting immunity to CC. This effect does not trigger more than once in 5 sec.",T10,,2020-06-11 15:16:02.035371,2020-06-16 09:58:15.340334,10-UW,63,204,NULL,
294,Rodina Custom Rifle Mod.0,"Each attack has a 20% chance of dealing 200% of ATK as extra P.DMG and knocking back the enemy. Afterwards, ACC is increased by 100 for 10 sec. This effect can be stacked up to 3 times max.",T10,,2020-06-11 15:16:13.163895,2020-06-16 09:58:22.254558,10-UW,64,212,NULL,
295,"Specter's Breath, Redeal",Normal attacks and Hack have a 20% chance of inflicting 1 stack of [Mortal Wound]. Each stack of [Mortal Wound] deals additional DMG equal 12% of ATK.,T10,,2020-06-11 15:16:26.393757,2020-06-16 09:58:27.917052,10-UW,65,208,NULL,
296,"Blade of Conviction, White Belona","Per every 1 Skill in cooldown, increases own DMG dealt by 8%. For the duration of [Blessing of the Kings], increases DEF Penetration by 200.",T10,,2020-06-11 15:16:36.615154,2020-06-16 09:58:32.598786,10-UW,66,206,NULL,
297,"Green Winds, Notos","Upon a Crit Hit, ATK Spd is increased by 200 for 10 sec, and for the duration of skill, each auto attack fires an arrow that deals extra 100% P.DMG.",T10,,2020-06-11 15:16:47.097047,2020-06-16 09:58:37.902393,10-UW,67,210,NULL,
298,"Executioner of Domains, Elsion","Upon a Crit Skill Hit, deals additional M.DMG equal 50% of ATK. Reduces Heal Rate of the target by 24% for 5 sec, and increases own Heal Rate by 4% for 20 sec. The Heal Rate increasing effect can be stacked up to max 5 times, and cannot be dispelled.",T10,,2020-06-11 15:16:55.914407,2020-06-16 09:58:44.560705,10-UW,68,206,NULL,
299,"Wings of Corruption, Apoliox","Every 20 seconds, obtains The Vessel of Curses and increases ATK by 20% for 10 seconds.",T10,,2020-06-11 15:17:03.873076,2020-06-16 09:59:05.031512,10-UW,69,210,NULL,
300,"Charming Melody, Schwanheite","Increases CC Resist by 300. Upon gaining a stack of [Blissful Performance], reduces own Cooldown of all Skills by 10% and recovers own Mana by 400.",T10,,2020-06-11 15:17:15.745861,2020-06-16 09:59:16.427284,10-UW,70,216,NULL,
301,"Eye of the Storm, Yanadis","Shock duration is increased by 2 sec. When auto attacking an enemy inflicted by Shock, all cooldowns are reduced by 1.6%.",T10,,2020-06-11 15:17:23.294184,2020-06-16 09:59:23.135566,10-UW,71,204,NULL,
302,"Rock of Perseverance, Prochika","Increases own Max HP by 8%, and after taking DMG 50 times, becomes [Fury of da Shuti Tribe] state. Upon becoming [Fury of da Shuti Tribe] state, immediately dispels negative effects from self, gains immunity to CC, and increases DEF Penetration by 200 for 5 sec. This effect is irremovable, and taking DMG while [Fury of da Shuti Tribe] is active will not reactivate the effects of [Fury of da Shuti Tribe].",T10,,2020-06-11 15:17:39.408602,2020-06-16 09:59:30.248687,10-UW,72,204,NULL,
303,"Demon of the Calm, Caethasis","At the beginning of each battle, becomes Stealth for 10 sec and dodges all attacks for 2 sec. Every time Tanya becomes Stealth, her Crit DMG increases by 30% for 10 sec.",T10,,2020-06-11 15:17:47.884541,2020-06-16 09:59:36.491651,10-UW,73,208,NULL,
304,"Lightning Bolt, Legios","Each auto attack and skill attack stacks 'Lightning' on self. Upon the 50th stack, 'Lightning Bolt, Legios' activates, and for 10 sec, ATK Spd is increased by 300, Crit DMG is increased by 100%, and Penetration is increased by 300. While 'Lightning Bolt, Legios' is activated, Lightning will not stack. This effect cannot be dispelled.",T10,,2020-06-11 15:17:56.920537,2020-06-16 09:59:42.421036,10-UW,74,206,NULL,
305,"Infinite Charter, Accordio",Changes the max number of stacks for Top Financier's Knowledge to 9 and gains additional Experience stack every 14 sec.,T10,,2020-06-11 15:18:06.858637,2020-06-16 09:59:51.375453,10-UW,75,214,NULL,
306,"Nightmare Fang, Kitrax",Enemies that had their Souls stolen take 25% increased M.DMG. Lasts for 10 sec.,T10,,2020-06-11 15:18:15.261712,2020-06-16 09:59:57.174053,10-UW,76,206,NULL,
307,"Crest of Extortion, Kaliosk","Increases Crit DMG by 20%, and dealing DMG with [Crest of Extortion] Skill reduces the target's Mana by 500 and recovers own Mana by 500.",T10,,2020-06-11 15:18:23.023351,2020-06-16 10:00:03.241399,10-UW,77,214,NULL,
308,"Dragonbane, Svelta","Upon a Crit Hit, there is a 10% chance of dealing 200% of ATK as P.DMG, and recovering 5% of Mana. If the target is a Dragon, inflicts Stun for 1.5 sec.",T10,,2020-06-11 15:18:31.291174,2020-06-16 10:00:08.701977,10-UW,78,210,NULL,
309,"Starry Sky Weaver, Mellifluo",Every normal attack increases ATK by 1% and Crit DMG by 1% for 10 sec. This effect can be stacked up to max 20 times and is irremovable. Recovers 400 Mana upon using the Skill.,T10,,2020-06-11 15:18:40.787674,2020-06-16 10:00:15.155397,10-UW,79,210,NULL,
310,"Glory of the God King, Zaries","Upon using a skill, gains a stack of 'Will of Desert.' 'Will of Desert' increases ATK and Crit DMG by 4% for 30 sec, and can be stacked up to max 8 times. This effect cannot be dispelled.",T10,,2020-06-11 15:19:03.068633,2020-06-16 10:00:21.595666,10-UW,80,210,NULL,
311,"Corrupted Holy Sword, Aea",Normal and Skill attacks reduce Heal Rate of the target by 1% for 10 sec and have a 35% chance of dealing additional P.DMG equal to 100% of ATK. The Heal Rate Reduction effect can be stacked up to max 12 times.,T10,,2020-06-11 15:19:18.850086,2020-06-16 10:00:29.127821,10-UW,90,206,NULL,
312,"Angel's Despair, Rosmerta","Upon using a Skill, heals HP of 2 allies with the Highest ATK equal to 140% of Fallen Frey's ATK and increases DEF Penetration by 200 for 7 sec. If [Dark Lord Kasel] is an ally, increases ATK Spd of [Dark Lord Kasel] by 200.",T10,,2020-06-11 15:19:23.379626,2020-06-16 10:00:35.920859,10-UW,91,216,NULL,
313,Parvita of Defence,"ATK, HP and all DEF are increased by 4%",T10,,2020-06-11 15:22:08.997065,2020-06-16 09:43:21.837891,10-UW,NULL,203,1,
314,Tynoram of Change,"ATK, HP and all DEF are increased by 4%",T10,,2020-06-11 15:22:24.332981,2020-06-16 09:43:43.567605,10-UW,NULL,205,2,
315,Xaphyx of Ambush,"ATK, HP and all DEF are increased by 4%",T10,,2020-06-11 15:22:33.86987,2020-06-16 09:43:59.990462,10-UW,NULL,207,3,
316,Marcena of Aim,"ATK, HP and all DEF are increased by 4%",T10,,2020-06-11 15:22:42.070725,2020-06-16 09:44:09.383274,10-UW,NULL,209,4,
317,Voltenux of Penetration,"ATK, HP and all DEF are increased by 4%",T10,,2020-06-11 15:22:51.4353,2020-06-16 09:44:22.262689,10-UW,NULL,211,5,
318,Giltair of Explosion,"ATK, HP and all DEF are increased by 4%",T10,,2020-06-11 15:22:59.52812,2020-06-16 09:44:38.522524,10-UW,NULL,213,6,
319,Suyrtema of Heal,"ATK, HP and all DEF are increased by 4%",T10,,2020-06-11 15:23:08.801572,2020-06-16 09:44:49.494284,10-UW,NULL,215,7,
320,Flower of Purple,"[Mystic Barrage] Reduces Cooldown by 1 sec, and for 10 sec, increases M.DMG target receives by 25%.",T10,,2020-06-15 09:28:11.502361,2020-06-15 09:32:36.429774,9-UT,1,109,NULL,1
321,Noble Hand Mirror,[Destruction Ray] Increases DMG by 50% and recovers 500 MP immediately upon use.,T10,,2020-06-15 09:33:18.019724,2020-06-15 09:33:18.019724,9-UT,1,109,NULL,2
322,Ring of Infinite Mana,"[Torrential Rainfall] DMG is increased by 50% and upon Crit Hit, recovers 30 mana.",T10,,2020-06-15 09:33:26.234959,2020-06-15 09:33:26.234959,9-UT,1,109,NULL,3
323,Eyes of Truth,"[Mystic Boost] Increases DMG by 50%. Upon activation, increases own Crit DMG by 1%. This effect can be stacked up to max 20 times.",T10,,2020-06-15 09:33:34.853057,2020-06-15 09:33:34.853057,9-UT,1,109,NULL,4
324,Triplex Condensing Lens,"[Ray of Annihilation] For 10 sec, reduces the target's Crit Chance by 250 and the target's Mana by 400.",T10,,2020-06-15 09:34:18.88205,2020-06-15 09:34:18.88205,9-UT,2,109,NULL,1
325,Script of Healing,[Emergency Treatment] Reduces Mana Cost by 1 and increases Heal Rate by 20%.,T10,,2020-06-15 09:34:27.168788,2020-06-15 09:34:27.168788,9-UT,2,109,NULL,2
326,Code of Annihilation,"[Process of Elimination] DMG is increased by 20% and upon ATK, gains 2 stack of Charge. This stack can be gained while in Overcharge state.",T10,,2020-06-15 09:34:44.308278,2020-06-15 09:34:44.308278,9-UT,2,109,NULL,3
327,High Performance Battery,"[Charge] Gains 30 stacks of Charge at the beginning of every battle. While in Overcharge, Normal attacks increase Cooldown Reduction by 5%.",T10,,2020-06-15 09:34:55.657477,2020-06-15 09:34:55.657477,9-UT,2,109,NULL,4
328,Celestial Arrow,[Celestial Arrow] Increases DMG by 20% and the number of targets by 1.,T10,,2020-06-15 09:35:11.145895,2020-06-15 09:35:11.145895,9-UT,3,109,NULL,1
329,Magic Square of Pursuit,[Purifying Blaze] Reduces Mana Cost by 1 and increases DMG by 20%.,T10,,2020-06-15 09:35:17.668604,2020-06-15 09:35:17.668604,9-UT,3,109,NULL,2
330,Eye of Heaven,[Arbiter] DMG is increased by 20% and all allies' ATK is increased by 30% for the duration of M.Shield.,T10,,2020-06-15 09:35:25.435672,2020-06-15 09:35:25.435672,9-UT,3,109,NULL,3
331,Bell of Punishment,"[The Last Judgment] Upon receiving fatal DMG, heals HP of all allies by 15% of Max HP, and silences entire enemies for 1 sec.",T10,,2020-06-15 09:35:34.567922,2020-06-15 09:35:34.567922,9-UT,3,109,NULL,4
332,Dignity of Queen,[Pillar of Light] Reduces Mana Cost by 1 and increases M.DMG target receives by 10% for 10 sec.,T10,,2020-06-15 09:36:26.504157,2020-06-15 09:36:26.504157,9-UT,4,109,NULL,1
333,Queen's Pride,[Critical Intensity] Gains Immunity to CC and increases DMG by 20%.,T10,,2020-06-15 09:36:35.370632,2020-06-15 09:36:35.370632,9-UT,4,109,NULL,2
334,Crown of Brilliance,"[Light's Judgment] DMG is increased by 20% and upon killing an enemy, recovers 700 mana.",T10,,2020-06-15 09:36:42.583991,2020-06-15 09:36:42.583991,9-UT,4,109,NULL,3
335,Mirror of Blessings,[Blessing of Light] Increases DMG by 50% and DMG Boost against Non-Hero enemies by an additional 1%.,T10,,2020-06-15 09:36:51.496758,2020-06-15 09:36:51.496758,9-UT,4,109,NULL,4
336,Light of the Dawn,"[Sword of the Sun] Dispels all positive effects from enemies within range, and recovers own Mana by 200 upon hit.",T10,,2020-06-15 09:37:04.025489,2020-06-15 09:37:04.025489,9-UT,5,109,NULL,1
337,Bracelet of the Sun,[Blessing of the Sun] Reduces Mana Cost by 1 and target takes 10% decreased P.DMG for 10 sec.,T10,,2020-06-15 09:37:11.609,2020-06-15 09:37:11.609,9-UT,5,109,NULL,2
338,Guardian's Trumpet,"[Judgment of the Sun] Gains Immunity to CC while in use, and increases P.DEF Boost and M.DEF Reduction by 20%.",T10,,2020-06-15 09:37:20.837117,2020-06-15 09:37:20.837117,9-UT,5,109,NULL,3
339,Will of Light,"[Curse of the Sun] Increases the duration of Blind by 1 sec. Upon activation, targets take 10% increased M.DMG for 10 sec.",T10,,2020-06-15 09:37:28.627895,2020-06-15 09:37:28.627895,9-UT,5,109,NULL,4
340,Old Holy Grail,[Holy Nova] Reduces Mana Cost by 1 and increases Heal Rate by 20%.,T10,,2020-06-15 09:37:41.712951,2020-06-15 09:37:41.712951,9-UT,6,109,NULL,1
341,Last Chapter of the Bible,[Spear of Light] Gains Immunity to CC for the skill's duration and increases M.Weakness of the target by 10% for 10 sec.,T10,,2020-06-15 09:37:48.627713,2020-06-15 09:37:48.627713,9-UT,6,109,NULL,2
342,Well-Worn Rosary,"[Holy Sanctuary] ATK is increased by 25% for the duration of skill, and recovers 120 Mana per sec.",T10,,2020-06-15 09:37:56.13503,2020-06-15 09:37:56.13503,9-UT,6,109,NULL,3
343,Scorched Journal,[Training of God] Increases Stun duration by 0.5 sec. Hit enemies take 25% increased M.DMG for 5 sec.,T10,,2020-06-15 09:38:05.05859,2020-06-15 09:38:05.05859,9-UT,6,109,NULL,4
344,Faded Sword,[Circle of Futility] Reduces the hit targets' Mana by 100 and increases M.DMG they take by 25% for 5 sec.,T10,,2020-06-15 09:38:16.985674,2020-06-15 09:38:16.985674,9-UT,7,109,NULL,1
345,Medal of Light,"[Battle Initiation] Consumes 50% of current HP upon use, but the effect will become irremovable.",T10,,2020-06-15 09:38:27.257255,2020-06-15 09:38:27.257255,9-UT,7,109,NULL,2
346,Mercenary's Goblet,[Destroyer] Increases DMG by 20% and each hit has a 20% chance to stun the enemy for 0.5 sec.,T10,,2020-06-15 09:38:34.815493,2020-06-15 09:38:34.815493,9-UT,7,109,NULL,3
347,Unsent Letter,[Breakdown] Normal and Skill attacks now inflict 2 stacks on the enemy and self. The max number of stacks increases by 20.,T10,,2020-06-15 09:38:44.107494,2020-06-15 09:38:44.107494,9-UT,7,109,NULL,4
348,Rune of the Flow,[Tremble!] Increase All DMG Reduction effect of the Skill by an additional 10%. [Kneel] Reduces Mana Cost by 1.,T10,,2020-06-15 10:18:19.145737,2020-06-15 11:08:48.399718,9-UT,8,109,NULL,1
349,Eye of the God King,"[Behold My Might] Increases DMG by 50% and when Cain is in Tyrant form, increases DMG by 10%.",T10,,2020-06-15 10:21:46.361801,2020-06-15 11:31:47.432415,9-UT,8,109,NULL,2
350,Chest of Integrity,[Gaze Upon Mu Almighty Power!] Increases ATK Boost by 50%. [Now Die] Increases P.DMG the target takes by 10% for 10 sec.,T10,,2020-06-15 10:24:39.987618,2020-06-15 11:34:38.004169,9-UT,8,109,NULL,3
351,Archive of Sekireinel,"[I Am the King of the Desert.] Increases ATK Boost by 50%. If there are 3 or more stacks of [King of the Desert], increases Heal Rate of all allies by 20%.",T10,,2020-06-15 10:25:15.088835,2020-06-15 11:34:51.483866,9-UT,8,109,NULL,4
352,Feather Decoration of Crimson Bird,[Softly~] Increases Heal Rate by 50% and the duration of Silence by 0.8 sec.,T10,,2020-06-15 10:25:27.766806,2020-06-15 11:35:40.44003,9-UT,9,109,NULL,1
353,Fancy Pendant,[Fiercely!] Increases duration by 5 sec and additionally increases Crit DMG by 20%.,T10,,2020-06-15 11:46:18.686581,2020-06-15 11:51:33.74831,9-UT,9,109,NULL,2
354,Golden Fragrance,[Tempting Wave] Skill cooldown is reduced by 30% and Charm duration is increased by 1 sec.,T10,,2020-06-15 11:52:23.060089,2020-06-15 11:52:23.060089,9-UT,9,109,NULL,3
355,Reed Diffuser of Seduction,[Gentle Touch] DEF boost becomes irremovable. All allies have their All Crit Resistance increased by 100 for 10 sec.,T10,,2020-06-15 11:52:29.219498,2020-06-15 11:52:29.219498,9-UT,9,109,NULL,4
356,First Step of Hero,[Outta the Way!] Reduces Mana Cost by 1 and increases P.DMG the target takes by 10% for 10 sec.,T10,,2020-06-15 11:58:46.822984,2020-06-15 11:58:46.822984,9-UT,10,109,NULL,1
357,Childhood Memory,[Infinite Potential] Dispels negative effects from self and increases DMG by 20%.,T10,,2020-06-15 11:58:53.925991,2020-06-15 11:58:53.925991,9-UT,10,109,NULL,2
358,Moment of Respite,[WA-TAAAAAH!!!] Increases own DMG to Boss by 4% per every Skill use. This effect can be stacked up to max 10 times. Reduces Mana Cost of [Special Move. Meteor Kick!!!] by 1.,T10,,2020-06-15 11:59:00.345265,2020-06-15 11:59:00.345265,9-UT,10,109,NULL,3
359,Heart of Justice,"[Inborn Talent] At the beginning of each battle, deals 10% increased DMG to Non-Hero enemies and takes 25% reduced DMG for 20 sec.",T10,,2020-06-15 11:59:08.555644,2020-06-15 11:59:08.555644,9-UT,10,109,NULL,4
360,Guide of Sin,"[I'll Break You!] Gains immunity to CC for the skill's duration, and recovers Mana by 200 upon hit.",T10,,2020-06-15 12:04:03.874174,2020-06-15 12:04:03.874174,9-UT,11,109,NULL,1
361,Handkerchief of Loyalty,"[Remove Limit] For the skill's duration, deals P.DMG by 40% ATK every second to nearby enemies and increases Recovery by 30%.",T10,,2020-06-15 12:04:10.002678,2020-06-15 12:04:10.002678,9-UT,11,109,NULL,2
362,Unrelenting Pauldron,"[Burn, Spear of Fury] Reduces Mana Cost by 1 and increases DMG by 20%.",T10,,2020-06-15 12:04:28.471575,2020-06-15 12:04:28.471575,9-UT,11,109,NULL,3
363,Biometric Sensor - Type. 0,[Remember This in Hell] Increases DMG dealt to Non-Hero targets by 10% and reduces DMG taken by 20%.,T10,,2020-06-15 12:04:35.198457,2020-06-15 12:04:35.198457,9-UT,11,109,NULL,4
364,Sword of Nosenhill,"[Light of Annihilation] Increases DMG by 20%, and resets Cooldown upon killing an enemy.",T10,,2020-06-15 12:05:43.712348,2020-06-15 12:05:43.712348,9-UT,12,109,NULL,1
365,Certificate of Inquisitor,"[Enemy Blockade] Reduces Cooldown by 5 sec, and for 10 sec, increases M.DMG target receives by 10%.",T10,,2020-06-15 12:05:49.735067,2020-06-15 12:05:49.735067,9-UT,12,109,NULL,2
366,Pride of Velchia,[Green Zone]Reduces Cooldown by 30% and increases Heal Rate Reduction Effect of Green Zone by an additional 20%.,T10,,2020-06-15 12:05:57.207088,2020-06-15 12:05:57.207088,9-UT,12,109,NULL,3
