id,name,description,image,tier,created_at,updated_at
351,End to Evil Deeds!,At the beginning of each battle, self deals 25% increased DMG to Non-Hero enemies for 20 sec,s4l.png,Kirze,2020-06-22 09:05:42.668716,2020-06-22 09:05:42.668716
352,End to Evil Deeds!,Deals 15% increased DMG to Bosses,s4d.png,Kirze,2020-06-22 09:05:48.659221,2020-06-22 09:05:48.659221
353,Healing Droplets,Heal rate is increased by 40%,s1l.png,Laias,2020-06-22 09:06:10.477329,2020-06-22 09:06:10.477329
354,Healing Droplets,Upon healing, M. Crit Resistance rises by 25%,s1d.png,Laias,2020-06-22 09:06:16.293281,2020-06-22 09:06:16.293281
355,Bubble Shield,Changes the target to the ally with the highest ATK,s2l.png,Laias,2020-06-22 09:06:32.137251,2020-06-22 09:06:32.137251
356,Bubble Shield,Mana cost is reduced by 1,s2d.png,Laias,2020-06-22 09:06:41.046226,2020-06-22 09:06:41.046226
357,Festival of the Flow,DMG effect occurs every 3 sec,s3l.png,Laias,2020-06-22 09:06:54.495694,2020-06-22 09:06:54.495694
358,Festival of the Flow,Heals all allies by 15% of their max HP,s3d.png,Laias,2020-06-22 09:07:00.947416,2020-06-22 09:07:00.947416
359,Blessing of the Water Dragon,M.DEF increase rate increases by 20%, and M. Crit Resistance increases by 150,s4l.png,Laias,2020-06-22 09:07:08.444547,2020-06-22 09:07:08.444547
360,Blessing of the Water Dragon,Increases self CC Resist by 400,s4d.png,Laias,2020-06-22 09:07:16.662881,2020-06-22 09:07:16.662881
361,Rapid Fire,DMG is increased by 40%,s1l.png,Lakrak,2020-06-22 09:08:01.937533,2020-06-22 09:08:01.937533
362,Rapid Fire,Reduces the Mana of hit target by 700,s1d.png,Lakrak,2020-06-22 09:08:08.024684,2020-06-22 09:08:08.024684
363,Smoke Bomb,Mana cost is reduced by 1,s2l.png,Lakrak,2020-06-22 09:08:17.823235,2020-06-22 09:08:17.823235
364,Smoke Bomb,Blind duration is increased by 2 sec,s2d.png,Lakrak,2020-06-22 09:08:26.153137,2020-06-22 09:08:26.153137
365,Glue Bomb,Mana cost is increased by 1, and attaches the bomb on a random enemy twice,s3l.png,Lakrak,2020-06-22 09:08:40.749459,2020-06-22 09:08:40.749459
366,Glue Bomb,Changes the target to the enemy with the highest ATK,s3d.png,Lakrak,2020-06-22 09:08:49.912169,2020-06-22 09:08:49.912169
367,Load Cannon,Increases the activation chance of the bomb by 10% and the duration of Stun by 1 sec,s4l.png,Lakrak,2020-06-22 09:09:04.942161,2020-06-22 09:09:04.942161
368,Load Cannon,Upon a successful experiment, recovers 500 Mana,s4d.png,Lakrak,2020-06-22 09:09:10.62473,2020-06-22 09:09:10.62473
369,Whisper of Sand,Mana cost is reduced by 1,s1l.png,Laudia,2020-06-22 09:09:38.298644,2020-06-22 09:09:38.298644
370,Whisper of Sand,Target takes 25% increased M.DMG for 10 sec,s1d.png,Laudia,2020-06-22 09:09:45.11215,2020-06-22 09:09:45.11215
371,Enchanting Flow / Alluring Ambush,Gains 2 orbs of mana after movement. Gained Mana is consumed over 10 sec,s2l.png,Laudia,2020-06-22 09:10:01.257502,2020-06-22 09:10:01.257502
372,Enchanting Flow / Alluring Ambush,After using [Enchanting Flow], [Alluring Ambush] can be used twice within 10 sec,s2d.png,Laudia,2020-06-22 09:10:35.224116,2020-06-22 09:10:35.224116
373,Dance of the Desert / Blinding Acceleration,Recovers 30 Mana every hit,s3l.png,Laudia,2020-06-22 09:11:36.63651,2020-06-22 09:11:36.63651
374,Dance of the Desert / Blinding Acceleration,Mana cost is increased by 1 and DMG is increased by 100%,s3d.png,Laudia,2020-06-22 09:11:45.780794,2020-06-22 09:11:45.780794
375,Blessing of Oasis,Gains 2 stack of [Blessing of Oasis],s4l.png,Laudia,2020-06-22 09:12:00.68748,2020-06-22 09:12:00.68748
376,Blessing of Oasis,Per each stack, takes 2% less DMG from enemies other than heroes,s4d.png,Laudia,2020-06-22 09:12:07.236056,2020-06-22 09:12:07.236056
377,G-go Away!,Increases M.DMG the target takes by 25%,s1l.png,Lavril,2020-06-22 09:12:28.309011,2020-06-22 09:12:28.309011
378,G-go Away!,Recovers 1 orb of Mana when the target dies, and Cooldown of this skill is reset,s1d.png,Lavril,2020-06-22 09:12:34.063724,2020-06-22 09:12:34.063724
379,Bear Up...! / You Scare Me...!,"[Bear Up...!] Keeps target's HP from going below 5% for the duration of skill. [You Scare Me...!] Dispels positive effects from the target",s2l.png,Lavril,2020-06-22 09:12:49.751491,2020-06-22 09:12:49.751491
380,Bear Up...! / You Scare Me...!,[Bear Up...!] Increases ATK of the target by 20% for the duration of skill. [You Scare Me...!] - Increases the target by 1,s2d.png,Lavril,2020-06-22 09:12:57.726188,2020-06-22 09:12:57.726188
381,Leave Me Alone...!,Reduces Cooldown by 30%,s3l.png,Lavril,2020-06-22 09:13:14.432023,2020-06-22 09:13:14.432023
382,Leave Me Alone...!,Reduces Mana Cost by 1,s3d.png,Lavril,2020-06-22 09:13:20.305896,2020-06-22 09:13:20.305896
383,Together Forever...,Increases DEF Penetration of the ally bound by Soul Link by 300,s4l.png,Lavril,2020-06-22 09:13:29.845606,2020-06-22 09:13:29.845606
384,Together Forever...,Increases All DEF of the ally bound by Soul Link by 15%,s4d.png,Lavril,2020-06-22 09:13:35.792759,2020-06-22 09:13:35.792759
385,Rune of Frailty,Cooldown is reduced by 2 sec,s1l.png,Leo,2020-06-22 09:14:02.155092,2020-06-22 09:14:02.155092
386,Rune of Frailty,Target number increased to 2,s1d.png,Leo,2020-06-22 09:14:13.364406,2020-06-22 09:14:13.364406
387,Rune of Healing,Heal rate is increased by 40%,s2l.png,Leo,2020-06-22 09:14:24.431699,2020-06-22 09:14:24.431699
388,Rune of Healing,Increase ally P.DEF for 25% for 10 sec after healing,s2d.png,Leo,2020-06-22 09:14:31.844387,2020-06-22 09:14:31.844387
389,Rune of Silence,Mana cost is reduced by 1,s3l.png,Leo,2020-06-22 09:15:16.693649,2020-06-22 09:15:16.693649
390,Rune of Silence,DMG is increased by 200% and the enemy target receives 20% more DMG from all sources for 10 sec. Mana cost is increased by 2,s3d.png,Leo,2020-06-22 09:15:27.779509,2020-06-22 09:15:27.779509
391,Rune of Protection,Heal rate is increased by 40%,s4l.png,Leo,2020-06-22 09:15:43.933015,2020-06-22 09:15:43.933015
392,Rune of Protection,After healing an ally, increase target P.DEF for 40% for a duration of 10 sec,s4d.png,Leo,2020-06-22 09:15:50.237218,2020-06-22 09:15:50.237218
393,Blood Orb,Mana cost is increased by 1 orb but DMG is boosted by 100%,s1l.png,Lewisia,2020-06-22 09:17:13.077095,2020-06-22 09:17:13.077095
394,Blood Orb,Target takes 25% increased M.DMG for 10 sec,s1d.png,Lewisia,2020-06-22 09:17:21.583711,2020-06-22 09:17:21.583711
395,Blood Zone,DMG is increased by 40%,s2l.png,Lewisia,2020-06-22 09:17:38.875915,2020-06-22 09:17:38.875915
396,Blood Zone,Cooldown is reduced by 3 sec,s2d.png,Lewisia,2020-06-22 09:17:42.334245,2020-06-22 09:17:42.334245
397,Blood Banquet,Upon attacking an enemy with over 80 stacks of Blood Curse, all skill cooldown is reduced by 5%,s3l.png,Lewisia,2020-06-22 09:17:54.507344,2020-06-22 09:17:54.507344
398,Blood Banquet,Mana cost is reduced by 1,s3d.png,Lewisia,2020-06-22 09:17:59.400936,2020-06-22 09:17:59.400936
399,Blood Dominator,Max stack of Blood Curse is changed to 200 stacks,s4l.png,Lewisia,2020-06-22 09:18:08.794574,2020-06-22 09:18:08.794574
400,Blood Dominator,"All allies' heal rate is increased by 20% and all enemies' heal rate is reduced by 20%",s4d.png,Lewisia,2020-06-22 09:18:14.153816,2020-06-22 09:18:14.153816
401,Aqua Tempest,"Hit target's ATK Spd is decreased by 250 for 10 sec",s1l.png,Lilia,2020-06-22 09:18:34.232747,2020-06-22 09:18:34.232747
402,Aqua Tempest,Each use increases DMG by 20%. Stacks 15 times max,s1d.png,Lilia,2020-06-22 09:18:38.114332,2020-06-22 09:18:38.114332
403,Everlasting Oasis,Mana cost is increased by 1 and is additionally activated on the ally with the highest ATK excluding self,s2l.png,Lilia,2020-06-22 09:18:48.188686,2020-06-22 09:18:48.188686
404,Everlasting Oasis,Skill duration is decreased by 5 sec and all effects are increased by 100%,s2d.png,Lilia,2020-06-22 09:18:54.549805,2020-06-22 09:18:54.549805
405,Celestial Cataract,While in use, gain immunity to CC,s3l.png,Lilia,2020-06-22 09:42:44.899232,2020-06-22 09:42:44.899232
406,Celestial Cataract,Per each water drop thrown, mana cost and mana consumption rate are increased by 100%, and per each water drop thrown, there is a 50% chance of throwing an extra water drop,s3d.png,Lilia,2020-06-22 09:56:21.040239,2020-06-22 09:56:21.040239
407,Aqua Purification,At the start of each battle, recovers 1000 mana,s4l.png,Lilia,2020-06-22 09:56:33.667717,2020-06-22 09:56:33.667717
408,Aqua Purification,Deals 15% increased DMG to Boss monsters,s4d.png,Lilia,2020-06-22 09:56:39.277726,2020-06-22 09:56:39.277726
409,Cut Ground,Cooldown is reduced by 3 sec,s1l.png,Loman,2020-06-22 12:10:27.802076,2020-06-22 12:10:27.802076
410,Cut Ground,Increases P.Weakness of the affected target by 25% for 10 seconds,s1d.png,Loman,2020-06-22 12:10:31.708881,2020-06-22 12:10:31.708881
411,Shrouding Creed,Reduces Cooldown by 5 seconds,s2l.png,Loman,2020-06-22 12:10:43.887597,2020-06-22 12:10:43.887597
412,Shrouding Creed,The shield lasts 5 seconds longer,s2d.png,Loman,2020-06-22 12:10:50.083381,2020-06-22 12:10:50.083381
413,"Knight's Creed",When there is 1 enemy, DMG is boosted by 100%,s3l.png,Loman,2020-06-22 12:11:01.605266,2020-06-22 12:11:01.605266
414,"Knight's Creed",While in use, gains immunity to CC,s3d.png,Loman,2020-06-22 12:11:10.42012,2020-06-22 12:11:10.42012
415,The Last Gatekeeper,"Increases the number of 'Endurance' stacked every second by 1",s4l.png,Loman,2020-06-22 12:11:20.44724,2020-06-22 12:11:20.44724
416,The Last Gatekeeper,Decreases ATK Spd of the affected enemy by 200 for 10 sec,s4d.png,Loman,2020-06-22 12:11:26.716129,2020-06-22 12:11:26.716129
417,Thornbush Forest,Reduces Mana of the hit target by 250. If the target is a boss, reduces Mana by 500,s1l.png,Lorraine,2020-06-22 12:11:46.920662,2020-06-22 12:11:46.920662
418,Thornbush Forest,Recovers 250 Mana upon Critical Hit,s1d.png,Lorraine,2020-06-22 12:11:54.030594,2020-06-22 12:11:54.030594
419,Seed of Belladonna,Increases DMG by 40%,s2l.png,Lorraine,2020-06-22 12:12:05.930546,2020-06-22 12:12:05.930546
420,Seed of Belladonna,Increases the duration of the CC inflicted upon hit enemies by 30% for 5 sec,s2d.png,Lorraine,2020-06-22 12:12:13.301554,2020-06-22 12:12:13.301554
421,Wrath of the Forest,Mana cost is increased by 1 orb but DMG is boosted by 100%,s3l.png,Lorraine,2020-06-22 12:12:22.914915,2020-06-22 12:12:22.914915
422,Wrath of the Forest,Dispels positive effects of enemies within Range,s3d.png,Lorraine,2020-06-22 12:12:31.519118,2020-06-22 12:12:31.519118
423,Poison,"Reduces target's ATK by 5% per stack of Poison",s4l.png,Lorraine,2020-06-22 12:12:41.842745,2020-06-22 12:12:41.842745
424,Poison,If the target is a boss, increases DMG of Poison by x3,s4d.png,Lorraine,2020-06-22 12:12:50.456684,2020-06-22 12:12:50.456684
425,Path of Blessings,Increases Heal Rate by 40%,s1l.png,Lucias,2020-06-22 12:13:38.928979,2020-06-22 12:13:38.928979
426,Path of Blessings,"Recovers target's Mana by 500",s1d.png,Lucias,2020-06-22 12:13:46.021341,2020-06-22 12:13:46.021341
427,Zone of Faith,Recovers Mana for allies within range by 200 per sec,s2l.png,Lucias,2020-06-22 12:13:56.929888,2020-06-22 12:13:56.929888
428,Zone of Faith,Continuously dispels positive effects from enemies within range,s2d.png,Lucias,2020-06-22 12:14:04.316773,2020-06-22 12:14:04.316773
429,Stigmata,"Additional P.DMG from [Stigmata] decreases the target's ACC by 150 for 5 sec",s3l.png,Lucias,2020-06-22 12:14:13.065035,2020-06-22 12:14:13.065035
430,Stigmata,Gains immunity to CC for the duration of skill,s3d.png,Lucias,2020-06-22 12:14:19.716739,2020-06-22 12:14:19.716739
431,Holy Sacrifice,Increases Heal Rate by 40%,s4l.png,Lucias,2020-06-22 12:14:30.085312,2020-06-22 12:14:30.085312
432,Holy Sacrifice,No longer consumes HP,s4d.png,Lucias,2020-06-22 12:14:34.428421,2020-06-22 12:14:34.428421
433,Pew!,Gains immunity to CC for the duration of Skill,s1l.png,Luna,2020-06-22 12:14:49.943672,2020-06-22 12:14:49.943672
434,Pew!,Stuns the hit enemy for 2 sec,s1d.png,Luna,2020-06-22 12:14:54.406035,2020-06-22 12:14:54.406035
435,Look out above!,In exchange for 2 additional Mana Cost, attacks random enemies 3 times,s2l.png,Luna,2020-06-22 12:15:07.50698,2020-06-22 12:15:07.50698
436,Look out above!,Ignores enemy Block,s2d.png,Luna,2020-06-22 12:15:13.682008,2020-06-22 12:15:13.682008
437,Twinkle Twinkle,Reduces ACC of hit enemies by 150 for 7 sec,s3l.png,Luna,2020-06-22 12:15:26.799627,2020-06-22 12:15:26.799627
438,Twinkle Twinkle,In exchange for 1 additional Mana Cost, knock back the enemy over a long distance,s3d.png,Luna,2020-06-22 12:15:35.418691,2020-06-22 12:15:35.418691
439,Gotcha!,Removes positive effects from the target,s4l.png,Luna,2020-06-22 12:15:48.219916,2020-06-22 12:15:48.219916
440,Gotcha!,Number of targets changes to 2,s4d.png,Luna,2020-06-22 12:15:53.466145,2020-06-22 12:15:53.466145
441,Raven Storm,DMG is increased by 40%,s1l.png,Maria,2020-06-22 12:16:10.700733,2020-06-22 12:16:10.700733
442,Raven Storm,Has a 20% chance of inflicting a 3 sec Shackle,s1d.png,Maria,2020-06-22 12:16:17.722812,2020-06-22 12:16:17.722812
443,Claw of Restriction,Mana cost is increased by 1 and the skill targets 3 enemies,s2l.png,Maria,2020-06-22 12:16:28.95524,2020-06-22 12:16:28.95524
444,Claw of Restriction,Shackle duration is increased by 1.5 sec,s2d.png,Maria,2020-06-22 12:16:33.824937,2020-06-22 12:16:33.824937
445,Area of Darkness,Target takes 25% increased M.DMG for 10 sec,s3l.png,Maria,2020-06-22 12:16:43.651574,2020-06-22 12:16:43.651574
446,Area of Darkness,Mana cost is reduced by 1,s3d.png,Maria,2020-06-22 12:16:49.442642,2020-06-22 12:16:49.442642
447,Black Wind,ATK reduction is increased by 40%,s4l.png,Maria,2020-06-22 12:16:59.119654,2020-06-22 12:16:59.119654
448,Black Wind,Reduces enemy M. Crit Resistance by 25% for 10 sec,s4d.png,Maria,2020-06-22 12:17:02.627209,2020-06-22 12:17:02.627209
449,Take anything!,"All effects are not dispelled by 'dispel positive effect' effect",s1l.png,May,2020-06-22 12:17:19.074186,2020-06-22 12:17:19.074186
450,Take anything!,All effects can be stacked max 8 times,s1d.png,May,2020-06-22 12:17:26.426246,2020-06-22 12:17:26.426246
451,Cheer up!,Increases ally CC Resist by 250 for 10 sec,s2l.png,May,2020-06-22 12:17:38.462023,2020-06-22 12:17:38.462023
452,Cheer up!,There is a 15% chance to recover 1 orb of mana,s2d.png,May,2020-06-22 12:17:43.009896,2020-06-22 12:17:43.009896
453,Not for sale!,Mana cost is reduced by 1,s3l.png,May,2020-06-22 12:17:56.597795,2020-06-22 12:17:56.597795
454,Not for sale!,All attacks will be focused on a single enemy,s3d.png,May,2020-06-22 12:18:05.0289,2020-06-22 12:18:05.0289
455,Take this!,Activates every 12 sec,s4l.png,May,2020-06-22 12:18:16.462447,2020-06-22 12:18:16.462447
456,Take this!,Increases target M.DMG taken by 25%,s4d.png,May,2020-06-22 12:18:20.573641,2020-06-22 12:18:20.573641
457,Healing Salve,Boosts healed ally ATK by 10% for 10 sec,s1l.png,Mediana,2020-06-22 12:19:27.240213,2020-06-22 12:19:27.240213
458,Healing Salve,Mana cost is reduced by 1,s1d.png,Mediana,2020-06-22 12:19:32.108268,2020-06-22 12:19:32.108268
459,Special Water Cannon,DMG and Heal rate are increased by 40%,s2l.png,Mediana,2020-06-22 12:19:44.570466,2020-06-22 12:19:44.570466
460,Special Water Cannon,Gain CC immunity while using said skill,s2d.png,Mediana,2020-06-22 12:19:49.612236,2020-06-22 12:19:49.612236
461,Strengthening Potion,ATK boost is increased by 40%,s3l.png,Mediana,2020-06-22 12:27:08.353213,2020-06-22 12:27:08.353213
462,Strengthening Potion,Crit Chance is boosted by 400,s3d.png,Mediana,2020-06-22 12:27:15.659547,2020-06-22 12:27:15.659547
463,"Mediana's Special Poison",P.Crit Resistance amount is changed to 300,s4l.png,Mediana,2020-06-22 12:27:45.158905,2020-06-22 12:27:45.158905
464,"Mediana's Special Poison",Target takes 20% increased P.DMG,s4d.png,Mediana,2020-06-22 12:27:49.267316,2020-06-22 12:27:49.267316
465,Target Lock On,When there is 1 enemy, DMG is boosted by 100%,s1l.png,Mirianne,2020-06-22 12:28:07.257164,2020-06-22 12:28:07.257164
466,Target Lock On,Stun duration is increased by 1 sec,s1d.png,Mirianne,2020-06-22 12:28:12.538496,2020-06-22 12:28:12.538496
467,Restrain and Protect,Gain CC immunity while using said skill,s2l.png,Mirianne,2020-06-22 12:28:25.350811,2020-06-22 12:28:25.350811
468,Restrain and Protect,Stun duration is increased by 2 sec,s2d.png,Mirianne,2020-06-22 12:28:31.195262,2020-06-22 12:28:31.195262
469,Assassination,"Dispels target's positive effects and inflicts Stun for 1 sec",s3l.png,Mirianne,2020-06-22 12:28:46.184781,2020-06-22 12:28:46.184781
470,Assassination,DMG is increased by 40%,s3d.png,Mirianne,2020-06-22 12:28:51.592274,2020-06-22 12:28:51.592274
471,Target Eliminated,"When there is an enemy inflicted by 'Target Lock On', Crit Chance is increased by 400",s4l.png,Mirianne,2020-06-22 12:29:27.605428,2020-06-22 12:29:27.605428
472,Target Eliminated,"Receives 30% reduced DMG when enemy is inflicted by 'Target Lock On'",s4d.png,Mirianne,2020-06-22 12:29:31.251253,2020-06-22 12:29:31.251253
473,Baaaam!,Increase P.DMG that the target takes by 25% for 10 sec,s1l.png,Miruru,2020-06-22 12:29:59.562513,2020-06-22 12:29:59.562513
474,Baaaam!,Upon activation, ATK is increased by 35% for 10 sec,s1d.png,Miruru,2020-06-22 12:30:04.888366,2020-06-22 12:30:04.888366
475,Roll Over,DMG is increased by 40%,s2l.png,Miruru,2020-06-22 12:30:18.849666,2020-06-22 12:30:18.849666
476,Roll Over,For each enemy that takes DMG, reduce cooldown by 8%,s2d.png,Miruru,2020-06-22 12:30:23.71333,2020-06-22 12:30:23.71333
477,Miruru Pirates!,If there is 1 enemy, DMG is increased by 100%,s3l.png,Miruru,2020-06-22 12:30:36.617864,2020-06-22 12:30:36.617864
478,Miruru Pirates!,Removes ATK Spd debuff effect and adds a 3 sec Stun,s3d.png,Miruru,2020-06-22 12:30:41.851615,2020-06-22 12:30:41.851615
479,Boooooom!,Increases ATK by 0.5% for 10 seconds upon a Crit Hit. This effect can be stacked up to max 100 times,s4l.png,Miruru,2020-06-22 12:30:54.886515,2020-06-22 12:30:54.886515
480,Boooooom!,Activation chance changes to 80%,s4d.png,Miruru,2020-06-22 12:30:59.652251,2020-06-22 12:30:59.652251
481,Bang! Bang!!,DMG is increased by 100% when there is 1 enemy,s1l.png,Mitra,2020-06-22 12:31:16.342058,2020-06-22 12:31:16.342058
482,Bang! Bang!!,Mark stacks 2 times,s1d.png,Mitra,2020-06-22 12:31:29.932438,2020-06-22 12:31:29.932438
483,Time to Die!!,Upon activation, HP will not be reduced below 5% for 3 sec,s2l.png,Mitra,2020-06-22 12:31:40.889685,2020-06-22 12:31:40.889685
484,Time to Die!!,Crit DMG is increased by 50% for the duration of Skill,s2d.png,Mitra,2020-06-22 12:31:46.660715,2020-06-22 12:31:46.660715
485,Dance with me!!,DMG is increased by 40%,s3l.png,Mitra,2020-06-22 12:32:15.906122,2020-06-22 12:32:15.906122
486,Dance with me!!,Stacks 2 more mark per hit,s3d.png,Mitra,2020-06-22 12:32:24.922018,2020-06-22 12:32:24.922018
487,"You're Next!!",Mark maximum is changed to 300,s4l.png,Mitra,2020-06-22 12:32:33.400704,2020-06-22 12:32:33.400704
488,"You're Next!!",All cooldowns are reduced by 0.3 when hitting a target with 100 stacks,s4d.png,Mitra,2020-06-22 12:32:44.072897,2020-06-22 12:32:44.072897
489,Burning Power,ATK Spd. is increased by 200 for 15 sec,s1l.png,Morrah,2020-06-22 14:14:49.140109,2020-06-22 14:14:49.140109
490,Burning Power,Reduces cooldown by 6% per each enemy hit,s1d.png,Morrah,2020-06-22 14:41:03.10349,2020-06-22 14:41:03.10349
491,Hellfire,M.Block rate is boosted by 20%,s2l.png,Morrah,2020-06-22 14:41:14.460012,2020-06-22 14:41:14.460012
492,Hellfire,While Hellfire is active, deal DMG based on own M.DEF to nearby enemies,s2d.png,Morrah,2020-06-22 14:41:18.522611,2020-06-22 14:41:18.522611
493,Lava Eruption,DMG is increased by 40%,s3l.png,Morrah,2020-06-22 14:41:30.794334,2020-06-22 14:41:30.794334
494,Lava Eruption,Heals HP equal to 40% of DMG dealt,s3d.png,Morrah,2020-06-22 14:41:36.14776,2020-06-22 14:41:36.14776
495,Fire Smash,Increases own M.DEF by 5% per each block. Max stack is 10,s4l.png,Morrah,2020-06-22 14:41:46.547027,2020-06-22 14:41:46.547027
496,Fire Smash,Target with over 100 stacks of Flame takes 40% increased M.DMG,s4d.png,Morrah,2020-06-22 14:41:50.71621,2020-06-22 14:41:50.71621
497,Fierce Winds,Gains immunity to CC for the duration of the Skill,s1l.png,Naila,2020-06-22 14:42:10.017884,2020-06-22 14:42:10.017884
498,Fierce Winds,Increases P.DMG the hit target takes by 25% for 10 sec,s1d.png,Naila,2020-06-22 14:42:15.478511,2020-06-22 14:42:15.478511
499,Wind Reading,Increases mana Cost by 1 and dispels positive effects from all enemies upon activation,s2l.png,Naila,2020-06-22 14:42:26.606662,2020-06-22 14:42:26.606662
500,Wind Reading,Increases the max number of stacks for Crit DMG Boost effect to 20,s2d.png,Naila,2020-06-22 14:42:31.458971,2020-06-22 14:42:31.458971
501,Dive Bomb,Increases DMG by 40%,s3l.png,Naila,2020-06-22 14:42:43.906163,2020-06-22 14:42:43.906163
502,Dive Bomb,Reduces the Heal Rate of the hit target by 40% for 10 sec,s3d.png,Naila,2020-06-22 14:42:49.06212,2020-06-22 14:42:49.06212
503,Tornado Strike,Increases DMG of normal attacks by 25%, and reduces Cooldown of all Skills by 2 sec,s4l.png,Naila,2020-06-22 14:43:00.651808,2020-06-22 14:43:00.651808
504,Tornado Strike,At the beginning of each battle, increases own DEF Penetration by 400 for 20 sec. Upon activation during Guild War, gains immunity to CC for 10 sec. The DEF Penetration Boost effect is irremovable,s4d.png,Naila,2020-06-22 14:43:06.814675,2020-06-22 14:43:06.814675
505,Black Lightning Claw,Increases Stun duration by 2 sec,s1l.png,Neraxis,2020-06-22 14:43:28.289929,2020-06-22 14:43:28.289929
506,Black Lightning Claw,Increases the M.DMG that the hit enemy takes by 25% for 10 sec,s1d.png,Neraxis,2020-06-22 14:43:33.696977,2020-06-22 14:43:33.696977
507,Obsidian Roar,Increases Mana Cost by 1 and ATK and DEF Boost by 100%,s2l.png,Neraxis,2020-06-22 14:43:43.344813,2020-06-22 14:43:43.344813
508,Obsidian Roar,Reduces ATK Spd of the hit enemy by 300 for 15 sec,s2d.png,Neraxis,2020-06-22 14:43:48.697086,2020-06-22 14:43:48.697086
509,Breath of Destruction,Reduce Mana Cost by 1,s3l.png,Neraxis,2020-06-22 14:44:13.778802,2020-06-22 14:44:13.778802
510,Breath of Destruction,Changes M.DEF Reduction to 30%,s3d.png,Neraxis,2020-06-22 14:44:18.612946,2020-06-22 14:44:18.612946
511,Black Dragon Hide,ATK Spd is increased by 300,s4l.png,Neraxis,2020-06-22 14:44:28.59646,2020-06-22 14:44:28.59646
512,Black Dragon Hide,When HP falls below 50%, skill effects are increased by 50%,s4d.png,Neraxis,2020-06-22 14:44:32.969497,2020-06-22 14:44:32.969497
513,Scar of Barbarism / Enhanced Scar of Barbarism,Increases DMG by 40%,s1l.png,Nia,2020-06-22 14:44:58.851213,2020-06-22 14:44:58.851213
514,Scar of Barbarism / Enhanced Scar of Barbarism,Recovers own Mana by 50 upon every hit,s1d.png,Nia,2020-06-22 14:45:05.400979,2020-06-22 14:45:05.400979
515,On the Hunt / Enhanced On the Hunt,Stuns targets for 1 sec when [Hunt Mark] is inflicted, and for 3 sec when [Enhanced Hunt Mark] is inflicted,s2l.png,Nia,2020-06-22 14:47:06.199487,2020-06-22 14:47:06.199487
516,On the Hunt / Enhanced On the Hunt,[Hunt Mark] and [Enhanced Hunt Mark] cannot be dispelled by skills that remove negative effects,s2d.png,Nia,2020-06-22 14:47:13.350748,2020-06-22 14:47:13.350748
517,Demonic Eyes of Petrification / Enhanced Demonic Eyes of Petrification,Gains immunity to CC for the skill duration,s3l.png,Nia,2020-06-22 14:47:34.883274,2020-06-22 14:47:34.883274
518,Demonic Eyes of Petrification / Enhanced Demonic Eyes of Petrification,Increases DMG to Non-Hero enemies by 100% for the skill duration,s3d.png,Nia,2020-06-22 14:47:41.167447,2020-06-22 14:47:41.167447
519,Demonic Blood,Increases ATK Boost and All Dodge Chance Boost by 50%,s4l.png,Nia,2020-06-22 14:48:24.900604,2020-06-22 14:48:24.900604
520,Demonic Blood,Dispels own negative effects upon gaining 4 stacks of [Demonic Blood],s4d.png,Nia,2020-06-22 14:48:33.874831,2020-06-22 14:48:33.874831
521,Mace of Rehabilitation,Increases the duration of Disarmament by 3 sec,s1l.png,Nicky,2020-06-22 14:49:15.640353,2020-06-22 14:49:15.640353
522,Mace of Rehabilitation,Reduces Mana Cost by 1,s1d.png,Nicky,2020-06-22 14:49:22.33442,2020-06-22 14:49:22.33442
523,Merciless Gale,"Dispels enemies' positive effects upon every hit",s2l.png,Nicky,2020-06-22 14:49:56.488183,2020-06-22 14:49:56.488183
524,Merciless Gale,Increases DMG to Non-Hero enemies by 100% for the skill duration,s2d.png,Nicky,2020-06-22 14:50:02.680475,2020-06-22 14:50:02.680475
525,Last Execution,Reduces Mana Cost by 1,s3l.png,Nicky,2020-06-22 14:50:19.074693,2020-06-22 14:50:19.074693
526,Last Execution,Increases Mana Cost by 1 and DMG by 100%,s3d.png,Nicky,2020-06-22 14:50:24.120577,2020-06-22 14:50:24.120577
527,Massacre Instinct,Increases Cruel Madness duration by 5 sec,s4l.png,Nicky,2020-06-22 14:50:33.473782,2020-06-22 14:50:33.473782
528,Massacre Instinct,"Recovers 3 orbs of Mana when 'Cruel Madness' activates",s4d.png,Nicky,2020-06-22 14:50:38.375241,2020-06-22 14:50:38.375241
529,Dimension Blade,When there are over 5 enemies, 20 sec cooldown is reset, and DMG is increased by 250%. Has a cooldown of 20 sec,s1l.png,Nyx,2020-06-22 14:50:55.536681,2020-06-22 14:50:55.536681
530,Dimension Blade,Max Blade stack is increased by 1,s1d.png,Nyx,2020-06-22 14:51:02.878976,2020-06-22 14:51:02.878976
531,Dimension Cleaver,Mana cost is reduced by 1,s2l.png,Nyx,2020-06-22 14:51:49.61267,2020-06-22 14:51:49.61267
532,Dimension Cleaver,Target receives 25% increased P.DMG for 10 sec,s2d.png,Nyx,2020-06-22 14:51:55.954091,2020-06-22 14:51:55.954091
533,Infinity Blades,Cooldown is reduced by 5 sec,s3l.png,Nyx,2020-06-22 14:52:21.821192,2020-06-22 14:52:21.821192
534,Infinity Blades,When there are 5 blade stacks or more, DMG is increased by 70%,s3d.png,Nyx,2020-06-22 14:52:25.552958,2020-06-22 14:52:25.552958
