id,name,description,tier,created_at,updated_at,sequence,perk_type
338,"Mm, You Better Pay Attention! [Dark]",Gains Immunity to CC for the duration of the Skill,Kibera,2020-06-22 09:00:52.647038,2020-06-22 09:00:52.647038,s1d,hero
339,"Heh, Let's Have Some Fun! / Ha! Full of Openings [Light]","Upon using [Ha! Full of Openings], inflicts silence on all enemies for 2 sec",Kibera,2020-06-22 09:01:10.139674,2020-06-22 09:01:10.139674,s2l,hero
340,"Heh, Let's Have Some Fun! / Ha! Full of Openings [Dark]","When there are 3 allies or less, the effect of [Shadow Dominion] applies to all allies",Kibera,2020-06-22 09:01:19.554366,2020-06-22 09:01:19.554366,s2d,hero
341,Say Hello to Death!! [Light],Dispels positive effects of enemies within the range of the shockwave,Kibera,2020-06-22 09:04:05.98534,2020-06-22 09:04:05.98534,s3l,hero
342,Say Hello to Death!! [Dark],"Increases Mana Cost by 1, and icnreases DMG by 100%",Kibera,2020-06-22 09:04:13.043446,2020-06-22 09:04:13.043446,s3d,hero
343,Three Demonic Swords [Light],"Increaes own ATK by 20% and automatically selects [Nocturnal Demonic Sword, Night Sky] at the beginning of the first Battle",Kibera,2020-06-22 09:04:22.192165,2020-06-22 09:04:22.192165,s4l,hero
344,Three Demonic Swords [Dark],"Recovers own Mana by 150 every sec, and automatically selects [Darkslayer Demonic Sword, Veil] at the beginning of the first battle",Kibera,2020-06-22 09:04:30.526817,2020-06-22 09:04:30.526817,s4d,hero
345,"Slash, Blade of Judgment! [Light]",Reduces Cooldown by 3% per each enemy hit,Kirze,2020-06-22 09:04:52.303448,2020-06-22 09:04:52.303448,s1l,hero
346,"Slash, Blade of Judgment! [Dark]","If there is only 1 enemy, DMG is increased by 100%",Kirze,2020-06-22 09:04:57.886018,2020-06-22 09:04:57.886018,s1d,hero
347,"Disperse, Crystal Haze! [Light]",Reduces Mana Cost by 1,Kirze,2020-06-22 09:05:07.95553,2020-06-22 09:05:07.95553,s2l,hero
348,"Disperse, Crystal Haze! [Dark]","While under [Arcane Crystal Awakening], self deals 20% increased DMG to Non-Hero enemies",Kirze,2020-06-22 09:05:13.916154,2020-06-22 09:05:13.916154,s2d,hero
349,"Bloom, Crimson Flower! [Light]",Increases ATK Spd reduction by 300,Kirze,2020-06-22 09:05:25.378397,2020-06-22 09:05:25.378397,s3l,hero
350,"Bloom, Crimson Flower! [Dark]",Inflicts 2 stacks of Arcane Crystal Energy,Kirze,2020-06-22 09:05:32.864473,2020-06-22 09:05:32.864473,s3d,hero
351,End to Evil Deeds! [Light],"At the beginning of each battle, self deals 25% increased DMG to Non-Hero enemies for 20 sec",Kirze,2020-06-22 09:05:42.668716,2020-06-22 09:05:42.668716,s4l,hero
352,End to Evil Deeds! [Dark],Deals 15% increased DMG to Bosses,Kirze,2020-06-22 09:05:48.659221,2020-06-22 09:05:48.659221,s4d,hero
353,Healing Droplets [Light],Heal rate is increased by 40%,Laias,2020-06-22 09:06:10.477329,2020-06-22 09:06:10.477329,s1l,hero
354,Healing Droplets [Dark],"Upon healing, M. Crit Resistance rises by 25%",Laias,2020-06-22 09:06:16.293281,2020-06-22 09:06:16.293281,s1d,hero
355,Bubble Shield [Light],Changes the target to the ally with the highest ATK,Laias,2020-06-22 09:06:32.137251,2020-06-22 09:06:32.137251,s2l,hero
356,Bubble Shield [Dark],Mana cost is reduced by 1,Laias,2020-06-22 09:06:41.046226,2020-06-22 09:06:41.046226,s2d,hero
357,Festival of the Flow [Light],DMG effect occurs every 3 sec,Laias,2020-06-22 09:06:54.495694,2020-06-22 09:06:54.495694,s3l,hero
358,Festival of the Flow [Dark],Heals all allies by 15% of their max HP,Laias,2020-06-22 09:07:00.947416,2020-06-22 09:07:00.947416,s3d,hero
359,Blessing of the Water Dragon [Light],"M.DEF increase rate increases by 20%, and M. Crit Resistance increases by 150",Laias,2020-06-22 09:07:08.444547,2020-06-22 09:07:08.444547,s4l,hero
360,Blessing of the Water Dragon [Dark],Increases self CC Resist by 400,Laias,2020-06-22 09:07:16.662881,2020-06-22 09:07:16.662881,s4d,hero
361,Rapid Fire [Light],DMG is increased by 40%,Lakrak,2020-06-22 09:08:01.937533,2020-06-22 09:08:01.937533,s1l,hero
362,Rapid Fire [Dark],Reduces the Mana of hit target by 700,Lakrak,2020-06-22 09:08:08.024684,2020-06-22 09:08:08.024684,s1d,hero
363,Smoke Bomb [Light],Mana cost is reduced by 1,Lakrak,2020-06-22 09:08:17.823235,2020-06-22 09:08:17.823235,s2l,hero
364,Smoke Bomb [Dark],Blind duration is increased by 2 sec,Lakrak,2020-06-22 09:08:26.153137,2020-06-22 09:08:26.153137,s2d,hero
365,Glue Bomb [Light],"Mana cost is increased by 1, and attaches the bomb on a random enemy twice",Lakrak,2020-06-22 09:08:40.749459,2020-06-22 09:08:40.749459,s3l,hero
366,Glue Bomb [Dark],Changes the target to the enemy with the highest ATK,Lakrak,2020-06-22 09:08:49.912169,2020-06-22 09:08:49.912169,s3d,hero
367,Load Cannon [Light],Increases the activation chance of the bomb by 10% and the duration of Stun by 1 sec,Lakrak,2020-06-22 09:09:04.942161,2020-06-22 09:09:04.942161,s4l,hero
368,Load Cannon [Dark],"Upon a successful experiment, recovers 500 Mana",Lakrak,2020-06-22 09:09:10.62473,2020-06-22 09:09:10.62473,s4d,hero
369,Whisper of Sand [Light],Mana cost is reduced by 1,Laudia,2020-06-22 09:09:38.298644,2020-06-22 09:09:38.298644,s1l,hero
370,Whisper of Sand [Dark],Target takes 25% increased M.DMG for 10 sec,Laudia,2020-06-22 09:09:45.11215,2020-06-22 09:09:45.11215,s1d,hero
371,Enchanting Flow / Alluring Ambush [Light],Gains 2 orbs of mana after movement. Gained Mana is consumed over 10 sec,Laudia,2020-06-22 09:10:01.257502,2020-06-22 09:10:01.257502,s2l,hero
372,Enchanting Flow / Alluring Ambush [Dark],"After using [Enchanting Flow], [Alluring Ambush] can be used twice within 10 sec",Laudia,2020-06-22 09:10:35.224116,2020-06-22 09:10:35.224116,s2d,hero
373,Dance of the Desert / Blinding Acceleration [Light],Recovers 30 Mana every hit,Laudia,2020-06-22 09:11:36.63651,2020-06-22 09:11:36.63651,s3l,hero
374,Dance of the Desert / Blinding Acceleration [Dark],Mana cost is increased by 1 and DMG is increased by 100%,Laudia,2020-06-22 09:11:45.780794,2020-06-22 09:11:45.780794,s3d,hero
375,Blessing of Oasis [Light],Gains 2 stack of [Blessing of Oasis],Laudia,2020-06-22 09:12:00.68748,2020-06-22 09:12:00.68748,s4l,hero
376,Blessing of Oasis [Dark],"Per each stack, takes 2% less DMG from enemies other than heroes",Laudia,2020-06-22 09:12:07.236056,2020-06-22 09:12:07.236056,s4d,hero
377,G-go Away! [Light],Increases M.DMG the target takes by 25%,Lavril,2020-06-22 09:12:28.309011,2020-06-22 09:12:28.309011,s1l,hero
378,G-go Away! [Dark],"Recovers 1 orb of Mana when the target dies, and Cooldown of this skill is reset",Lavril,2020-06-22 09:12:34.063724,2020-06-22 09:12:34.063724,s1d,hero
379,Bear Up...! / You Scare Me...! [Light],[Bear Up...!] Keeps target's HP from going below 5% for the duration of skill. [You Scare Me...!] Dispels positive effects from the target,Lavril,2020-06-22 09:12:49.751491,2020-06-22 09:12:49.751491,s2l,hero
380,Bear Up...! / You Scare Me...! [Dark],[Bear Up...!] Increases ATK of the target by 20% for the duration of skill. [You Scare Me...!] - Increases the target by 1,Lavril,2020-06-22 09:12:57.726188,2020-06-22 09:12:57.726188,s2d,hero
381,Leave Me Alone...! [Light],Reduces Cooldown by 30%,Lavril,2020-06-22 09:13:14.432023,2020-06-22 09:13:14.432023,s3l,hero
382,Leave Me Alone...! [Dark],Reduces Mana Cost by 1,Lavril,2020-06-22 09:13:20.305896,2020-06-22 09:13:20.305896,s3d,hero
383,Together Forever... [Light],Increases DEF Penetration of the ally bound by Soul Link by 300,Lavril,2020-06-22 09:13:29.845606,2020-06-22 09:13:29.845606,s4l,hero
384,Together Forever... [Dark],Increases All DEF of the ally bound by Soul Link by 15%,Lavril,2020-06-22 09:13:35.792759,2020-06-22 09:13:35.792759,s4d,hero
385,Rune of Frailty [Light],Cooldown is reduced by 2 sec,Leo,2020-06-22 09:14:02.155092,2020-06-22 09:14:02.155092,s1l,hero
386,Rune of Frailty [Dark],Target number increased to 2,Leo,2020-06-22 09:14:13.364406,2020-06-22 09:14:13.364406,s1d,hero
387,Rune of Healing [Light],Heal rate is increased by 40%,Leo,2020-06-22 09:14:24.431699,2020-06-22 09:14:24.431699,s2l,hero
388,Rune of Healing [Dark],Increase ally P.DEF for 25% for 10 sec after healing,Leo,2020-06-22 09:14:31.844387,2020-06-22 09:14:31.844387,s2d,hero
389,Rune of Silence [Light],Mana cost is reduced by 1,Leo,2020-06-22 09:15:16.693649,2020-06-22 09:15:16.693649,s3l,hero
390,Rune of Silence [Dark],DMG is increased by 200% and the enemy target receives 20% more DMG from all sources for 10 sec. Mana cost is increased by 2,Leo,2020-06-22 09:15:27.779509,2020-06-22 09:15:27.779509,s3d,hero
391,Rune of Protection [Light],Heal rate is increased by 40%,Leo,2020-06-22 09:15:43.933015,2020-06-22 09:15:43.933015,s4l,hero
392,Rune of Protection [Dark],"After healing an ally, increase target P.DEF for 40% for a duration of 10 sec",Leo,2020-06-22 09:15:50.237218,2020-06-22 09:15:50.237218,s4d,hero
393,Blood Orb [Light],Mana cost is increased by 1 orb but DMG is boosted by 100%,Lewisia,2020-06-22 09:17:13.077095,2020-06-22 09:17:13.077095,s1l,hero
394,Blood Orb [Dark],Target takes 25% increased M.DMG for 10 sec,Lewisia,2020-06-22 09:17:21.583711,2020-06-22 09:17:21.583711,s1d,hero
395,Blood Zone [Light],DMG is increased by 40%,Lewisia,2020-06-22 09:17:38.875915,2020-06-22 09:17:38.875915,s2l,hero
396,Blood Zone [Dark],Cooldown is reduced by 3 sec,Lewisia,2020-06-22 09:17:42.334245,2020-06-22 09:17:42.334245,s2d,hero
397,Blood Banquet [Light],"Upon attacking an enemy with over 80 stacks of Blood Curse, all skill cooldown is reduced by 5%",Lewisia,2020-06-22 09:17:54.507344,2020-06-22 09:17:54.507344,s3l,hero
398,Blood Banquet [Dark],Mana cost is reduced by 1,Lewisia,2020-06-22 09:17:59.400936,2020-06-22 09:17:59.400936,s3d,hero
399,Blood Dominator [Light],Max stack of Blood Curse is changed to 200 stacks,Lewisia,2020-06-22 09:18:08.794574,2020-06-22 09:18:08.794574,s4l,hero
400,Blood Dominator [Dark],All allies' heal rate is increased by 20% and all enemies' heal rate is reduced by 20%,Lewisia,2020-06-22 09:18:14.153816,2020-06-22 09:18:14.153816,s4d,hero
401,Aqua Tempest [Light],Hit target's ATK Spd is decreased by 250 for 10 sec,Lilia,2020-06-22 09:18:34.232747,2020-06-22 09:18:34.232747,s1l,hero
402,Aqua Tempest [Dark],Each use increases DMG by 20%. Stacks 15 times max,Lilia,2020-06-22 09:18:38.114332,2020-06-22 09:18:38.114332,s1d,hero
403,Everlasting Oasis [Light],Mana cost is increased by 1 and is additionally activated on the ally with the highest ATK excluding self,Lilia,2020-06-22 09:18:48.188686,2020-06-22 09:18:48.188686,s2l,hero
404,Everlasting Oasis [Dark],Skill duration is decreased by 5 sec and all effects are increased by 100%,Lilia,2020-06-22 09:18:54.549805,2020-06-22 09:18:54.549805,s2d,hero
405,Celestial Cataract [Light],"While in use, gain immunity to CC",Lilia,2020-06-22 09:42:44.899232,2020-06-22 09:42:44.899232,s3l,hero
406,Celestial Cataract [Dark],"Per each water drop thrown, mana cost and mana consumption rate are increased by 100%, and per each water drop thrown, there is a 50% chance of throwing an extra water drop",Lilia,2020-06-22 09:56:21.040239,2020-06-22 09:56:21.040239,s3d,hero
407,Aqua Purification [Light],"At the start of each battle, recovers 1000 mana",Lilia,2020-06-22 09:56:33.667717,2020-06-22 09:56:33.667717,s4l,hero
408,Aqua Purification [Dark],Deals 15% increased DMG to Boss monsters,Lilia,2020-06-22 09:56:39.277726,2020-06-22 09:56:39.277726,s4d,hero
409,Cut Ground [Light],Cooldown is reduced by 3 sec,Loman,2020-06-22 12:10:27.802076,2020-06-22 12:10:27.802076,s1l,hero
410,Cut Ground [Dark],Increases P.Weakness of the affected target by 25% for 10 seconds,Loman,2020-06-22 12:10:31.708881,2020-06-22 12:10:31.708881,s1d,hero
411,Shrouding Creed [Light],Reduces Cooldown by 5 seconds,Loman,2020-06-22 12:10:43.887597,2020-06-22 12:10:43.887597,s2l,hero
412,Shrouding Creed [Dark],The shield lasts 5 seconds longer,Loman,2020-06-22 12:10:50.083381,2020-06-22 12:10:50.083381,s2d,hero
413,Knight's Creed [Light],"When there is 1 enemy, DMG is boosted by 100%",Loman,2020-06-22 12:11:01.605266,2020-06-22 12:11:01.605266,s3l,hero
414,Knight's Creed [Dark],"While in use, gains immunity to CC",Loman,2020-06-22 12:11:10.42012,2020-06-22 12:11:10.42012,s3d,hero
415,The Last Gatekeeper [Light],Increases the number of 'Endurance' stacked every second by 1,Loman,2020-06-22 12:11:20.44724,2020-06-22 12:11:20.44724,s4l,hero
416,The Last Gatekeeper [Dark],Decreases ATK Spd of the affected enemy by 200 for 10 sec,Loman,2020-06-22 12:11:26.716129,2020-06-22 12:11:26.716129,s4d,hero
417,Thornbush Forest [Light],"Reduces Mana of the hit target by 250. If the target is a boss, reduces Mana by 500",Lorraine,2020-06-22 12:11:46.920662,2020-06-22 12:11:46.920662,s1l,hero
418,Thornbush Forest [Dark],Recovers 250 Mana upon Critical Hit,Lorraine,2020-06-22 12:11:54.030594,2020-06-22 12:11:54.030594,s1d,hero
419,Seed of Belladonna [Light],Increases DMG by 40%,Lorraine,2020-06-22 12:12:05.930546,2020-06-22 12:12:05.930546,s2l,hero
420,Seed of Belladonna [Dark],Increases the duration of the CC inflicted upon hit enemies by 30% for 5 sec,Lorraine,2020-06-22 12:12:13.301554,2020-06-22 12:12:13.301554,s2d,hero
421,Wrath of the Forest [Light],Mana cost is increased by 1 orb but DMG is boosted by 100%,Lorraine,2020-06-22 12:12:22.914915,2020-06-22 12:12:22.914915,s3l,hero
422,Wrath of the Forest [Dark],Dispels positive effects of enemies within Range,Lorraine,2020-06-22 12:12:31.519118,2020-06-22 12:12:31.519118,s3d,hero
423,Poison [Light],Reduces target's ATK by 5% per stack of Poison,Lorraine,2020-06-22 12:12:41.842745,2020-06-22 12:12:41.842745,s4l,hero
424,Poison [Dark],"If the target is a boss, increases DMG of Poison by x3",Lorraine,2020-06-22 12:12:50.456684,2020-06-22 12:12:50.456684,s4d,hero
425,Path of Blessings [Light],Increases Heal Rate by 40%,Lucias,2020-06-22 12:13:38.928979,2020-06-22 12:13:38.928979,s1l,hero
426,Path of Blessings [Dark],Recovers target's Mana by 500,Lucias,2020-06-22 12:13:46.021341,2020-06-22 12:13:46.021341,s1d,hero
427,Zone of Faith [Light],Recovers Mana for allies within range by 200 per sec,Lucias,2020-06-22 12:13:56.929888,2020-06-22 12:13:56.929888,s2l,hero
428,Zone of Faith [Dark],Continuously dispels positive effects from enemies within range,Lucias,2020-06-22 12:14:04.316773,2020-06-22 12:14:04.316773,s2d,hero
429,Stigmata [Light],Additional P.DMG from [Stigmata] decreases the target's ACC by 150 for 5 sec,Lucias,2020-06-22 12:14:13.065035,2020-06-22 12:14:13.065035,s3l,hero
430,Stigmata [Dark],Gains immunity to CC for the duration of skill,Lucias,2020-06-22 12:14:19.716739,2020-06-22 12:14:19.716739,s3d,hero
431,Holy Sacrifice [Light],Increases Heal Rate by 40%,Lucias,2020-06-22 12:14:30.085312,2020-06-22 12:14:30.085312,s4l,hero
432,Holy Sacrifice [Dark],No longer consumes HP,Lucias,2020-06-22 12:14:34.428421,2020-06-22 12:14:34.428421,s4d,hero
433,Pew! [Light],Gains immunity to CC for the duration of Skill,Luna,2020-06-22 12:14:49.943672,2020-06-22 12:14:49.943672,s1l,hero
434,Pew! [Dark],Stuns the hit enemy for 2 sec,Luna,2020-06-22 12:14:54.406035,2020-06-22 12:14:54.406035,s1d,hero
435,Look out above! [Light],"In exchange for 2 additional Mana Cost, attacks random enemies 3 times",Luna,2020-06-22 12:15:07.50698,2020-06-22 12:15:07.50698,s2l,hero
436,Look out above! [Dark],Ignores enemy Block,Luna,2020-06-22 12:15:13.682008,2020-06-22 12:15:13.682008,s2d,hero
437,Twinkle Twinkle [Light],Reduces ACC of hit enemies by 150 for 7 sec,Luna,2020-06-22 12:15:26.799627,2020-06-22 12:15:26.799627,s3l,hero
438,Twinkle Twinkle [Dark],"In exchange for 1 additional Mana Cost, knock back the enemy over a long distance",Luna,2020-06-22 12:15:35.418691,2020-06-22 12:15:35.418691,s3d,hero
439,Gotcha! [Light],Removes positive effects from the target,Luna,2020-06-22 12:15:48.219916,2020-06-22 12:15:48.219916,s4l,hero
440,Gotcha! [Dark],Number of targets changes to 2,Luna,2020-06-22 12:15:53.466145,2020-06-22 12:15:53.466145,s4d,hero
441,Raven Storm [Light],DMG is increased by 40%,Maria,2020-06-22 12:16:10.700733,2020-06-22 12:16:10.700733,s1l,hero
442,Raven Storm [Dark],Has a 20% chance of inflicting a 3 sec Shackle,Maria,2020-06-22 12:16:17.722812,2020-06-22 12:16:17.722812,s1d,hero
443,Claw of Restriction [Light],Mana cost is increased by 1 and the skill targets 3 enemies,Maria,2020-06-22 12:16:28.95524,2020-06-22 12:16:28.95524,s2l,hero
444,Claw of Restriction [Dark],Shackle duration is increased by 1.5 sec,Maria,2020-06-22 12:16:33.824937,2020-06-22 12:16:33.824937,s2d,hero
445,Area of Darkness [Light],Target takes 25% increased M.DMG for 10 sec,Maria,2020-06-22 12:16:43.651574,2020-06-22 12:16:43.651574,s3l,hero
446,Area of Darkness [Dark],Mana cost is reduced by 1,Maria,2020-06-22 12:16:49.442642,2020-06-22 12:16:49.442642,s3d,hero
447,Black Wind [Light],ATK reduction is increased by 40%,Maria,2020-06-22 12:16:59.119654,2020-06-22 12:16:59.119654,s4l,hero
448,Black Wind [Dark],Reduces enemy M. Crit Resistance by 25% for 10 sec,Maria,2020-06-22 12:17:02.627209,2020-06-22 12:17:02.627209,s4d,hero
449,Take anything! [Light],All effects are not dispelled by 'dispel positive effect' effect,May,2020-06-22 12:17:19.074186,2020-06-22 12:17:19.074186,s1l,hero
450,Take anything! [Dark],All effects can be stacked max 8 times,May,2020-06-22 12:17:26.426246,2020-06-22 12:17:26.426246,s1d,hero
451,Cheer up! [Light],Increases ally CC Resist by 250 for 10 sec,May,2020-06-22 12:17:38.462023,2020-06-22 12:17:38.462023,s2l,hero
452,Cheer up! [Dark],There is a 15% chance to recover 1 orb of mana,May,2020-06-22 12:17:43.009896,2020-06-22 12:17:43.009896,s2d,hero
453,Not for sale! [Light],Mana cost is reduced by 1,May,2020-06-22 12:17:56.597795,2020-06-22 12:17:56.597795,s3l,hero
454,Not for sale! [Dark],All attacks will be focused on a single enemy,May,2020-06-22 12:18:05.0289,2020-06-22 12:18:05.0289,s3d,hero
455,Take this! [Light],Activates every 12 sec,May,2020-06-22 12:18:16.462447,2020-06-22 12:18:16.462447,s4l,hero
456,Take this! [Dark],Increases target M.DMG taken by 25%,May,2020-06-22 12:18:20.573641,2020-06-22 12:18:20.573641,s4d,hero
457,Healing Salve [Light],Boosts healed ally ATK by 10% for 10 sec,Mediana,2020-06-22 12:19:27.240213,2020-06-22 12:19:27.240213,s1l,hero
458,Healing Salve [Dark],Mana cost is reduced by 1,Mediana,2020-06-22 12:19:32.108268,2020-06-22 12:19:32.108268,s1d,hero
459,Special Water Cannon [Light],DMG and Heal rate are increased by 40%,Mediana,2020-06-22 12:19:44.570466,2020-06-22 12:19:44.570466,s2l,hero
460,Special Water Cannon [Dark],Gain CC immunity while using said skill,Mediana,2020-06-22 12:19:49.612236,2020-06-22 12:19:49.612236,s2d,hero
461,Strengthening Potion [Light],ATK boost is increased by 40%,Mediana,2020-06-22 12:27:08.353213,2020-06-22 12:27:08.353213,s3l,hero
462,Strengthening Potion [Dark],Crit Chance is boosted by 400,Mediana,2020-06-22 12:27:15.659547,2020-06-22 12:27:15.659547,s3d,hero
463,Mediana's Special Poison [Light],P.Crit Resistance amount is changed to 300,Mediana,2020-06-22 12:27:45.158905,2020-06-22 12:27:45.158905,s4l,hero
464,Mediana's Special Poison [Dark],Target takes 20% increased P.DMG,Mediana,2020-06-22 12:27:49.267316,2020-06-22 12:27:49.267316,s4d,hero
465,Target Lock On [Light],"When there is 1 enemy, DMG is boosted by 100%",Mirianne,2020-06-22 12:28:07.257164,2020-06-22 12:28:07.257164,s1l,hero
466,Target Lock On [Dark],Stun duration is increased by 1 sec,Mirianne,2020-06-22 12:28:12.538496,2020-06-22 12:28:12.538496,s1d,hero
467,Restrain and Protect [Light],Gain CC immunity while using said skill,Mirianne,2020-06-22 12:28:25.350811,2020-06-22 12:28:25.350811,s2l,hero
468,Restrain and Protect [Dark],Stun duration is increased by 2 sec,Mirianne,2020-06-22 12:28:31.195262,2020-06-22 12:28:31.195262,s2d,hero
469,Assassination [Light],Dispels target's positive effects and inflicts Stun for 1 sec,Mirianne,2020-06-22 12:28:46.184781,2020-06-22 12:28:46.184781,s3l,hero
470,Assassination [Dark],DMG is increased by 40%,Mirianne,2020-06-22 12:28:51.592274,2020-06-22 12:28:51.592274,s3d,hero
471,Target Eliminated [Light],"When there is an enemy inflicted by 'Target Lock On', Crit Chance is increased by 400",Mirianne,2020-06-22 12:29:27.605428,2020-06-22 12:29:27.605428,s4l,hero
472,Target Eliminated [Dark],Receives 30% reduced DMG when enemy is inflicted by 'Target Lock On',Mirianne,2020-06-22 12:29:31.251253,2020-06-22 12:29:31.251253,s4d,hero
473,Baaaam! [Light],Increase P.DMG that the target takes by 25% for 10 sec,Miruru,2020-06-22 12:29:59.562513,2020-06-22 12:29:59.562513,s1l,hero
474,Baaaam! [Dark],"Upon activation, ATK is increased by 35% for 10 sec",Miruru,2020-06-22 12:30:04.888366,2020-06-22 12:30:04.888366,s1d,hero
475,Roll Over [Light],DMG is increased by 40%,Miruru,2020-06-22 12:30:18.849666,2020-06-22 12:30:18.849666,s2l,hero
476,Roll Over [Dark],"For each enemy that takes DMG, reduce cooldown by 8%",Miruru,2020-06-22 12:30:23.71333,2020-06-22 12:30:23.71333,s2d,hero
477,Miruru Pirates! [Light],"If there is 1 enemy, DMG is increased by 100%",Miruru,2020-06-22 12:30:36.617864,2020-06-22 12:30:36.617864,s3l,hero
478,Miruru Pirates! [Dark],Removes ATK Spd debuff effect and adds a 3 sec Stun,Miruru,2020-06-22 12:30:41.851615,2020-06-22 12:30:41.851615,s3d,hero
479,Boooooom! [Light],Increases ATK by 0.5% for 10 seconds upon a Crit Hit. This effect can be stacked up to max 100 times,Miruru,2020-06-22 12:30:54.886515,2020-06-22 12:30:54.886515,s4l,hero
480,Boooooom! [Dark],Activation chance changes to 80%,Miruru,2020-06-22 12:30:59.652251,2020-06-22 12:30:59.652251,s4d,hero
481,Bang! Bang!! [Light],DMG is increased by 100% when there is 1 enemy,Mitra,2020-06-22 12:31:16.342058,2020-06-22 12:31:16.342058,s1l,hero
482,Bang! Bang!! [Dark],Mark stacks 2 times,Mitra,2020-06-22 12:31:29.932438,2020-06-22 12:31:29.932438,s1d,hero
483,Time to Die!! [Light],"Upon activation, HP will not be reduced below 5% for 3 sec",Mitra,2020-06-22 12:31:40.889685,2020-06-22 12:31:40.889685,s2l,hero
484,Time to Die!! [Dark],Crit DMG is increased by 50% for the duration of Skill,Mitra,2020-06-22 12:31:46.660715,2020-06-22 12:31:46.660715,s2d,hero
485,Dance with me!! [Light],DMG is increased by 40%,Mitra,2020-06-22 12:32:15.906122,2020-06-22 12:32:15.906122,s3l,hero
486,Dance with me!! [Dark],Stacks 2 more mark per hit,Mitra,2020-06-22 12:32:24.922018,2020-06-22 12:32:24.922018,s3d,hero
487,You're Next!! [Light],Mark maximum is changed to 300,Mitra,2020-06-22 12:32:33.400704,2020-06-22 12:32:33.400704,s4l,hero
488,You're Next!! [Dark],All cooldowns are reduced by 0.3 when hitting a target with 100 stacks,Mitra,2020-06-22 12:32:44.072897,2020-06-22 12:32:44.072897,s4d,hero
489,Burning Power [Light],ATK Spd. is increased by 200 for 15 sec,Morrah,2020-06-22 14:14:49.140109,2020-06-22 14:14:49.140109,s1l,hero
490,Burning Power [Dark],Reduces cooldown by 6% per each enemy hit,Morrah,2020-06-22 14:41:03.10349,2020-06-22 14:41:03.10349,s1d,hero
491,Hellfire [Light],M.Block rate is boosted by 20%,Morrah,2020-06-22 14:41:14.460012,2020-06-22 14:41:14.460012,s2l,hero
492,Hellfire [Dark],"While Hellfire is active, deal DMG based on own M.DEF to nearby enemies",Morrah,2020-06-22 14:41:18.522611,2020-06-22 14:41:18.522611,s2d,hero
493,Lava Eruption [Light],DMG is increased by 40%,Morrah,2020-06-22 14:41:30.794334,2020-06-22 14:41:30.794334,s3l,hero
494,Lava Eruption [Dark],Heals HP equal to 40% of DMG dealt,Morrah,2020-06-22 14:41:36.14776,2020-06-22 14:41:36.14776,s3d,hero
495,Fire Smash [Light],Increases own M.DEF by 5% per each block. Max stack is 10,Morrah,2020-06-22 14:41:46.547027,2020-06-22 14:41:46.547027,s4l,hero
496,Fire Smash [Dark],Target with over 100 stacks of Flame takes 40% increased M.DMG,Morrah,2020-06-22 14:41:50.71621,2020-06-22 14:41:50.71621,s4d,hero
497,Fierce Winds [Light],Gains immunity to CC for the duration of the Skill,Naila,2020-06-22 14:42:10.017884,2020-06-22 14:42:10.017884,s1l,hero
498,Fierce Winds [Dark],Increases P.DMG the hit target takes by 25% for 10 sec,Naila,2020-06-22 14:42:15.478511,2020-06-22 14:42:15.478511,s1d,hero
499,Wind Reading [Light],Increases mana Cost by 1 and dispels positive effects from all enemies upon activation,Naila,2020-06-22 14:42:26.606662,2020-06-22 14:42:26.606662,s2l,hero
500,Wind Reading [Dark],Increases the max number of stacks for Crit DMG Boost effect to 20,Naila,2020-06-22 14:42:31.458971,2020-06-22 14:42:31.458971,s2d,hero
501,Dive Bomb [Light],Increases DMG by 40%,Naila,2020-06-22 14:42:43.906163,2020-06-22 14:42:43.906163,s3l,hero
502,Dive Bomb [Dark],Reduces the Heal Rate of the hit target by 40% for 10 sec,Naila,2020-06-22 14:42:49.06212,2020-06-22 14:42:49.06212,s3d,hero
503,Tornado Strike [Light],"Increases DMG of normal attacks by 25%, and reduces Cooldown of all Skills by 2 sec",Naila,2020-06-22 14:43:00.651808,2020-06-22 14:43:00.651808,s4l,hero
504,Tornado Strike [Dark],"At the beginning of each battle, increases own DEF Penetration by 400 for 20 sec. Upon activation during Guild War, gains immunity to CC for 10 sec. The DEF Penetration Boost effect is irremovable",Naila,2020-06-22 14:43:06.814675,2020-06-22 14:43:06.814675,s4d,hero
505,Black Lightning Claw [Light],Increases Stun duration by 2 sec,Neraxis,2020-06-22 14:43:28.289929,2020-06-22 14:43:28.289929,s1l,hero
506,Black Lightning Claw [Dark],Increases the M.DMG that the hit enemy takes by 25% for 10 sec,Neraxis,2020-06-22 14:43:33.696977,2020-06-22 14:43:33.696977,s1d,hero
507,Obsidian Roar [Light],Increases Mana Cost by 1 and ATK and DEF Boost by 100%,Neraxis,2020-06-22 14:43:43.344813,2020-06-22 14:43:43.344813,s2l,hero
508,Obsidian Roar [Dark],Reduces ATK Spd of the hit enemy by 300 for 15 sec,Neraxis,2020-06-22 14:43:48.697086,2020-06-22 14:43:48.697086,s2d,hero
509,Breath of Destruction [Light],Reduce Mana Cost by 1,Neraxis,2020-06-22 14:44:13.778802,2020-06-22 14:44:13.778802,s3l,hero
510,Breath of Destruction [Dark],Changes M.DEF Reduction to 30%,Neraxis,2020-06-22 14:44:18.612946,2020-06-22 14:44:18.612946,s3d,hero
